"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"95889","BOCK","a","19","29","The",1,122,244,100,"match"
"95890","BOCK","a","19","29","warning",2,122,263,100,"match"
"95891","BOCK","a","19","29","from",3,122,260,100,"match"
"95892","BOCK","a","19","29","the",4,122,247,100,"match"
"95893","BOCK","a","19","29","expert",5,122,279,100,"match"
"95894","BOCK","a","19","29","unsurprisingly",6,122,297,100,"match"
"95895","BOCK","a","19","29","was",7,122,302,100,"match"
"95896","BOCK","a","19","29","a",8,122,282,100,"match"
"95897","BOCK","a","19","29","shock",9,122,257,100,"match"
"95898","BOCK","a","19","29","to",10,122,246,100,"match"
"95899","BOCK","a","19","29","the",11,122,217,100,"match"
"95900","BOCK","a","19","29","residents",12,122,217,100,"match"
"95901","BOCK","a","19","29","of",13,122,276,100,"match"
"95902","BOCK","a","19","29","the",14,122,228,100,"match"
"95903","BOCK","a","19","29","city.",15,122,250,100,"match"
"96026","BOCK","a","5","29","The",1,130,253,100,"match"
"96027","BOCK","a","5","29","problem",2,130,467,100,"match"
"96028","BOCK","a","5","29","in",3,130,282,100,"match"
"96029","BOCK","a","5","29","the",4,130,260,100,"match"
"96030","BOCK","a","5","29","store",5,130,298,100,"match"
"96031","BOCK","a","5","29","ultimately",6,130,279,100,"match"
"96032","BOCK","a","5","29","was",7,130,346,100,"match"
"96033","BOCK","a","5","29","solved",8,130,187,100,"match"
"96034","BOCK","a","5","29","by",9,130,269,100,"match"
"96035","BOCK","a","5","29","firing",10,130,242,100,"match"
"96036","BOCK","a","5","29","the",11,130,266,100,"match"
"96037","BOCK","a","5","29","custodian.",12,130,290,100,"match"
"96089","BOCK","a","13","29","The",1,134,217,100,"match"
"96090","BOCK","a","13","29","door",2,134,239,100,"match"
"96091","BOCK","a","13","29","to",3,134,220,100,"match"
"96092","BOCK","a","13","29","the",4,134,198,100,"match"
"96093","BOCK","a","13","29","laboratory",5,134,219,100,"match"
"96094","BOCK","a","13","29","accidentally",6,134,251,100,"match"
"96095","BOCK","a","13","29","was",7,134,249,100,"match"
"96096","BOCK","a","13","29","left",8,134,247,100,"match"
"96097","BOCK","a","13","29","unlocked",9,134,209,100,"match"
"96098","BOCK","a","13","29","by",10,134,250,100,"match"
"96099","BOCK","a","13","29","the",11,134,239,100,"match"
"96100","BOCK","a","13","29","cleaning",12,134,479,100,"match"
"96101","BOCK","a","13","29","service.",13,134,214,100,"match"
"96268","BOCK","a","11","29","The",1,145,248,100,"match"
"96269","BOCK","a","11","29","traitor",2,145,228,100,"match"
"96270","BOCK","a","11","29","in",3,145,374,100,"match"
"96271","BOCK","a","11","29","the",4,145,290,100,"match"
"96272","BOCK","a","11","29","camp",5,145,277,100,"match"
"96273","BOCK","a","11","29","regrettably",6,145,241,100,"match"
"96274","BOCK","a","11","29","was",7,145,330,100,"match"
"96275","BOCK","a","11","29","passing",8,145,252,100,"match"
"96276","BOCK","a","11","29","information",9,145,551,100,"match"
"96277","BOCK","a","11","29","to",10,145,257,100,"match"
"96278","BOCK","a","11","29","the",11,145,272,100,"match"
"96279","BOCK","a","11","29","enemy",12,145,285,100,"match"
"96280","BOCK","a","11","29","through",13,145,295,100,"match"
"96281","BOCK","a","11","29","various",14,145,288,100,"match"
"96282","BOCK","a","11","29","secret",15,145,337,100,"match"
"96283","BOCK","a","11","29","methods.",16,145,230,100,"match"
"96304","BOCK","b","20","29","The",1,147,207,0,"mismatch"
"96305","BOCK","b","20","29","bridge",2,147,347,0,"mismatch"
"96306","BOCK","b","20","29","to",3,147,257,0,"mismatch"
"96307","BOCK","b","20","29","the",4,147,220,0,"mismatch"
"96308","BOCK","b","20","29","islands",5,147,196,0,"mismatch"
"96309","BOCK","b","20","29","apparently",6,147,276,0,"mismatch"
"96310","BOCK","b","20","29","was",7,147,271,0,"mismatch"
"96311","BOCK","b","20","29","about",8,147,214,0,"mismatch"
"96312","BOCK","b","20","29","ten",9,147,228,0,"mismatch"
"96313","BOCK","b","20","29","miles",10,147,204,0,"mismatch"
"96314","BOCK","b","20","29","off",11,147,255,0,"mismatch"
"96315","BOCK","b","20","29","the",12,147,212,0,"mismatch"
"96316","BOCK","b","20","29","main",13,147,242,0,"mismatch"
"96317","BOCK","b","20","29","highway.",14,147,285,0,"mismatch"
"96330","BOCK","b","14","29","The",1,149,261,100,"mismatch"
"96331","BOCK","b","14","29","memo",2,149,290,100,"mismatch"
"96332","BOCK","b","14","29","from",3,149,323,100,"mismatch"
"96333","BOCK","b","14","29","the",4,149,272,100,"mismatch"
"96334","BOCK","b","14","29","supervisors",5,149,312,100,"mismatch"
"96335","BOCK","b","14","29","unfortunately",6,149,616,100,"mismatch"
"96336","BOCK","b","14","29","was",7,149,306,100,"mismatch"
"96337","BOCK","b","14","29","about",8,149,282,100,"mismatch"
"96338","BOCK","b","14","29","the",9,149,255,100,"mismatch"
"96339","BOCK","b","14","29","delinquent",10,149,242,100,"mismatch"
"96340","BOCK","b","14","29","tax",11,149,435,100,"mismatch"
"96341","BOCK","b","14","29","return.",12,149,325,100,"mismatch"
"96358","BOCK","a","17","29","The",1,151,223,0,"match"
"96359","BOCK","a","17","29","letter",2,151,236,0,"match"
"96360","BOCK","a","17","29","from",3,151,250,0,"match"
"96361","BOCK","a","17","29","the",4,151,234,0,"match"
"96362","BOCK","a","17","29","investigator",5,151,190,0,"match"
"96363","BOCK","a","17","29","allegedly",6,151,335,0,"match"
"96364","BOCK","a","17","29","was",7,151,244,0,"match"
"96365","BOCK","a","17","29","received",8,151,277,0,"match"
"96366","BOCK","a","17","29","in",9,151,274,0,"match"
"96367","BOCK","a","17","29","San",10,151,241,0,"match"
"96368","BOCK","a","17","29","Francisco",11,151,214,0,"match"
"96369","BOCK","a","17","29","in",12,151,326,0,"match"
"96370","BOCK","a","17","29","late",13,151,223,0,"match"
"96371","BOCK","a","17","29","March.",14,151,258,0,"match"
"96422","BOCK","b","18","29","The",1,155,298,100,"mismatch"
"96423","BOCK","b","18","29","entrance",2,155,288,100,"mismatch"
"96424","BOCK","b","18","29","to",3,155,304,100,"mismatch"
"96425","BOCK","b","18","29","the",4,155,253,100,"mismatch"
"96426","BOCK","b","18","29","exhibits",5,155,231,100,"mismatch"
"96427","BOCK","b","18","29","evidently",6,155,274,100,"mismatch"
"96428","BOCK","b","18","29","was",7,155,301,100,"mismatch"
"96429","BOCK","b","18","29","hard",8,155,279,100,"mismatch"
"96430","BOCK","b","18","29","to",9,155,269,100,"mismatch"
"96431","BOCK","b","18","29","locate",10,155,220,100,"mismatch"
"96432","BOCK","b","18","29","on",11,155,269,100,"mismatch"
"96433","BOCK","b","18","29","the",12,155,234,100,"mismatch"
"96434","BOCK","b","18","29","diagram.",13,155,309,100,"mismatch"
"96726","BOCK","a","1","29","The",1,173,274,100,"match"
"96727","BOCK","a","1","29","slogan",2,173,279,100,"match"
"96728","BOCK","a","1","29","on",3,173,314,100,"match"
"96729","BOCK","a","1","29","the",4,173,255,100,"match"
"96730","BOCK","a","1","29","poster",5,173,244,100,"match"
"96731","BOCK","a","1","29","unsurprisingly",6,173,295,100,"match"
"96732","BOCK","a","1","29","was",7,173,351,100,"match"
"96733","BOCK","a","1","29","designed",8,173,271,100,"match"
"96734","BOCK","a","1","29","to",9,173,263,100,"match"
"96735","BOCK","a","1","29","get",10,173,274,100,"match"
"96736","BOCK","a","1","29","attention.",11,173,241,100,"match"
"96821","BOCK","b","2","29","The",1,179,299,100,"mismatch"
"96822","BOCK","b","2","29","picture",2,179,280,100,"mismatch"
"96823","BOCK","b","2","29","on",3,179,279,100,"mismatch"
"96824","BOCK","b","2","29","the",4,179,247,100,"mismatch"
"96825","BOCK","b","2","29","fliers",5,179,301,100,"mismatch"
"96826","BOCK","b","2","29","definitely",6,179,764,100,"mismatch"
"96827","BOCK","b","2","29","was",7,179,279,100,"mismatch"
"96828","BOCK","b","2","29","of",8,179,228,100,"mismatch"
"96829","BOCK","b","2","29","a",9,179,266,100,"mismatch"
"96830","BOCK","b","2","29","village",10,179,262,100,"mismatch"
"96831","BOCK","b","2","29","church",11,179,258,100,"mismatch"
"96832","BOCK","b","2","29","in",12,179,263,100,"mismatch"
"96833","BOCK","b","2","29","the",13,179,285,100,"mismatch"
"96834","BOCK","b","2","29","south",14,179,274,100,"mismatch"
"96835","BOCK","b","2","29","of",15,179,258,100,"mismatch"
"96836","BOCK","b","2","29","France.",16,179,271,100,"mismatch"
"97112","BOCK","b","8","29","The",1,197,280,100,"mismatch"
"97113","BOCK","b","8","29","defect",2,197,285,100,"mismatch"
"97114","BOCK","b","8","29","in",3,197,293,100,"mismatch"
"97115","BOCK","b","8","29","the",4,197,271,100,"mismatch"
"97116","BOCK","b","8","29","appliances",5,197,263,100,"mismatch"
"97117","BOCK","b","8","29","likely",6,197,255,100,"mismatch"
"97118","BOCK","b","8","29","was",7,197,299,100,"mismatch"
"97119","BOCK","b","8","29","unknown",8,197,274,100,"mismatch"
"97120","BOCK","b","8","29","to",9,197,271,100,"mismatch"
"97121","BOCK","b","8","29","consumers",10,197,247,100,"mismatch"
"97122","BOCK","b","8","29","and",11,197,228,100,"mismatch"
"97123","BOCK","b","8","29","government",12,197,241,100,"mismatch"
"97124","BOCK","b","8","29","regulators.",13,197,279,100,"mismatch"
"97182","BOCK","a","9","29","The",1,201,253,100,"match"
"97183","BOCK","a","9","29","citation",2,201,223,100,"match"
"97184","BOCK","a","9","29","on",3,201,277,100,"match"
"97185","BOCK","a","9","29","the",4,201,302,100,"match"
"97186","BOCK","a","9","29","notecard",5,201,222,100,"match"
"97187","BOCK","a","9","29","unfortunately",6,201,243,100,"match"
"97188","BOCK","a","9","29","was",7,201,290,100,"match"
"97189","BOCK","a","9","29","quite",8,201,309,100,"match"
"97190","BOCK","a","9","29","difficult",9,201,217,100,"match"
"97191","BOCK","a","9","29","to",10,201,233,100,"match"
"97192","BOCK","a","9","29","track",11,201,260,100,"match"
"97193","BOCK","a","9","29","down",12,201,192,100,"match"
"97194","BOCK","a","9","29","using",13,201,231,100,"match"
"97195","BOCK","a","9","29","the",14,201,250,100,"match"
"97196","BOCK","a","9","29","library's",15,201,201,100,"match"
"97197","BOCK","a","9","29","limited",16,201,247,100,"match"
"97198","BOCK","a","9","29","resources.",17,201,270,100,"match"
"97681","BOCK","b","17","30","The",1,7,339,100,"mismatch"
"97682","BOCK","b","17","30","letter",2,7,409,100,"mismatch"
"97683","BOCK","b","17","30","from",3,7,210,100,"mismatch"
"97684","BOCK","b","17","30","the",4,7,222,100,"mismatch"
"97685","BOCK","b","17","30","investigators",5,7,287,100,"mismatch"
"97686","BOCK","b","17","30","allegedly",6,7,435,100,"mismatch"
"97687","BOCK","b","17","30","was",7,7,370,100,"mismatch"
"97688","BOCK","b","17","30","received",8,7,401,100,"mismatch"
"97689","BOCK","b","17","30","in",9,7,317,100,"mismatch"
"97690","BOCK","b","17","30","San",10,7,320,100,"mismatch"
"97691","BOCK","b","17","30","Francisco",11,7,379,100,"mismatch"
"97692","BOCK","b","17","30","in",12,7,342,100,"mismatch"
"97693","BOCK","b","17","30","late",13,7,385,100,"mismatch"
"97694","BOCK","b","17","30","March.",14,7,320,100,"mismatch"
"97709","BOCK","a","8","30","The",1,9,755,100,"match"
"97710","BOCK","a","8","30","defect",2,9,299,100,"match"
"97711","BOCK","a","8","30","in",3,9,220,100,"match"
"97712","BOCK","a","8","30","the",4,9,282,100,"match"
"97713","BOCK","a","8","30","appliance",5,9,247,100,"match"
"97714","BOCK","a","8","30","likely",6,9,355,100,"match"
"97715","BOCK","a","8","30","was",7,9,342,100,"match"
"97716","BOCK","a","8","30","unknown",8,9,328,100,"match"
"97717","BOCK","a","8","30","to",9,9,271,100,"match"
"97718","BOCK","a","8","30","consumers",10,9,321,100,"match"
"97719","BOCK","a","8","30","and",11,9,326,100,"match"
"97720","BOCK","a","8","30","government",12,9,344,100,"match"
"97721","BOCK","a","8","30","regulators.",13,9,435,100,"match"
"97864","BOCK","a","10","30","The",1,19,212,100,"match"
"97865","BOCK","a","10","30","advertisement",2,19,282,100,"match"
"97866","BOCK","a","10","30","on",3,19,306,100,"match"
"97867","BOCK","a","10","30","the",4,19,285,100,"match"
"97868","BOCK","a","10","30","skyscraper",5,19,312,100,"match"
"97869","BOCK","a","10","30","typically",6,19,295,100,"match"
"97870","BOCK","a","10","30","was",7,19,263,100,"match"
"97871","BOCK","a","10","30","hard",8,19,323,100,"match"
"97872","BOCK","a","10","30","to",9,19,301,100,"match"
"97873","BOCK","a","10","30","read",10,19,293,100,"match"
"97874","BOCK","a","10","30","except",11,19,282,100,"match"
"97875","BOCK","a","10","30","from",12,19,406,100,"match"
"97876","BOCK","a","10","30","a",13,19,242,100,"match"
"97877","BOCK","a","10","30","long",14,19,307,100,"match"
"97878","BOCK","a","10","30","distance",15,19,257,100,"match"
"97879","BOCK","a","10","30","away.",16,19,314,100,"match"
"97897","BOCK","a","18","30","The",1,21,250,100,"match"
"97898","BOCK","a","18","30","entrance",2,21,268,100,"match"
"97899","BOCK","a","18","30","to",3,21,320,100,"match"
"97900","BOCK","a","18","30","the",4,21,276,100,"match"
"97901","BOCK","a","18","30","exhibit",5,21,258,100,"match"
"97902","BOCK","a","18","30","evidently",6,21,295,100,"match"
"97903","BOCK","a","18","30","was",7,21,306,100,"match"
"97904","BOCK","a","18","30","hard",8,21,290,100,"match"
"97905","BOCK","a","18","30","to",9,21,285,100,"match"
"97906","BOCK","a","18","30","locate",10,21,266,100,"match"
"97907","BOCK","a","18","30","on",11,21,276,100,"match"
"97908","BOCK","a","18","30","the",12,21,261,100,"match"
"97909","BOCK","a","18","30","diagram.",13,21,261,100,"match"
"98211","BOCK","a","2","30","The",1,39,272,100,"match"
"98212","BOCK","a","2","30","picture",2,39,231,100,"match"
"98213","BOCK","a","2","30","on",3,39,301,100,"match"
"98214","BOCK","a","2","30","the",4,39,268,100,"match"
"98215","BOCK","a","2","30","flier",5,39,290,100,"match"
"98216","BOCK","a","2","30","definitely",6,39,296,100,"match"
"98217","BOCK","a","2","30","was",7,39,274,100,"match"
"98218","BOCK","a","2","30","of",8,39,328,100,"match"
"98219","BOCK","a","2","30","a",9,39,266,100,"match"
"98220","BOCK","a","2","30","village",10,39,285,100,"match"
"98221","BOCK","a","2","30","church",11,39,309,100,"match"
"98222","BOCK","a","2","30","in",12,39,301,100,"match"
"98223","BOCK","a","2","30","the",13,39,310,100,"match"
"98224","BOCK","a","2","30","south",14,39,266,100,"match"
"98225","BOCK","a","2","30","of",15,39,285,100,"match"
"98226","BOCK","a","2","30","France.",16,39,349,100,"match"
"98484","BOCK","b","9","30","The",1,54,207,100,"mismatch"
"98485","BOCK","b","9","30","citation",2,54,217,100,"mismatch"
"98486","BOCK","b","9","30","on",3,54,260,100,"mismatch"
"98487","BOCK","b","9","30","the",4,54,277,100,"mismatch"
"98488","BOCK","b","9","30","notecards",5,54,235,100,"mismatch"
"98489","BOCK","b","9","30","unfortunately",6,54,233,100,"mismatch"
"98490","BOCK","b","9","30","was",7,54,411,100,"mismatch"
"98491","BOCK","b","9","30","quite",8,54,268,100,"mismatch"
"98492","BOCK","b","9","30","difficult",9,54,279,100,"mismatch"
"98493","BOCK","b","9","30","to",10,54,301,100,"mismatch"
"98494","BOCK","b","9","30","track",11,54,293,100,"mismatch"
"98495","BOCK","b","9","30","down",12,54,760,100,"mismatch"
"98496","BOCK","b","9","30","using",13,54,236,100,"mismatch"
"98497","BOCK","b","9","30","the",14,54,261,100,"mismatch"
"98498","BOCK","b","9","30","library's",15,54,249,100,"mismatch"
"98499","BOCK","b","9","30","limited",16,54,279,100,"mismatch"
"98500","BOCK","b","9","30","resources.",17,54,602,100,"mismatch"
"98710","BOCK","b","1","30","The",1,67,226,0,"mismatch"
"98711","BOCK","b","1","30","slogan",2,67,217,0,"mismatch"
"98712","BOCK","b","1","30","on",3,67,263,0,"mismatch"
"98713","BOCK","b","1","30","the",4,67,242,0,"mismatch"
"98714","BOCK","b","1","30","posters",5,67,253,0,"mismatch"
"98715","BOCK","b","1","30","unsurprisingly",6,67,290,0,"mismatch"
"98716","BOCK","b","1","30","was",7,67,384,0,"mismatch"
"98717","BOCK","b","1","30","designed",8,67,487,0,"mismatch"
"98718","BOCK","b","1","30","to",9,67,314,0,"mismatch"
"98719","BOCK","b","1","30","get",10,67,315,0,"mismatch"
"98720","BOCK","b","1","30","attention.",11,67,538,0,"mismatch"
"99091","BOCK","a","16","30","The",1,90,185,100,"match"
"99092","BOCK","a","16","30","key",2,90,226,100,"match"
"99093","BOCK","a","16","30","to",3,90,233,100,"match"
"99094","BOCK","a","16","30","the",4,90,247,100,"match"
"99095","BOCK","a","16","30","cell",5,90,255,100,"match"
"99096","BOCK","a","16","30","unsurprisingly",6,90,301,100,"match"
"99097","BOCK","a","16","30","was",7,90,556,100,"match"
"99098","BOCK","a","16","30","rusty",8,90,325,100,"match"
"99099","BOCK","a","16","30","from",9,90,298,100,"match"
"99100","BOCK","a","16","30","many",10,90,319,100,"match"
"99101","BOCK","a","16","30","years",11,90,273,100,"match"
"99102","BOCK","a","16","30","of",12,90,282,100,"match"
"99103","BOCK","a","16","30","disuse.",13,90,409,100,"match"
"99121","BOCK","b","15","30","The",1,92,228,100,"mismatch"
"99122","BOCK","b","15","30","check",2,92,217,100,"mismatch"
"99123","BOCK","b","15","30","from",3,92,255,100,"mismatch"
"99124","BOCK","b","15","30","the",4,92,266,100,"mismatch"
"99125","BOCK","b","15","30","stockbrokers",5,92,252,100,"mismatch"
"99126","BOCK","b","15","30","happily",6,92,759,100,"mismatch"
"99127","BOCK","b","15","30","was",7,92,271,100,"mismatch"
"99128","BOCK","b","15","30","a",8,92,285,100,"mismatch"
"99129","BOCK","b","15","30","dividend",9,92,382,100,"mismatch"
"99130","BOCK","b","15","30","on",10,92,352,100,"mismatch"
"99131","BOCK","b","15","30","a",11,92,311,100,"mismatch"
"99132","BOCK","b","15","30","long-term",12,92,516,100,"mismatch"
"99133","BOCK","b","15","30","bond.",13,92,490,100,"mismatch"
"99342","BOCK","b","5","30","The",1,105,204,100,"mismatch"
"99343","BOCK","b","5","30","problem",2,105,241,100,"mismatch"
"99344","BOCK","b","5","30","in",3,105,269,100,"mismatch"
"99345","BOCK","b","5","30","the",4,105,225,100,"mismatch"
"99346","BOCK","b","5","30","stores",5,105,301,100,"mismatch"
"99347","BOCK","b","5","30","ultimately",6,105,257,100,"mismatch"
"99348","BOCK","b","5","30","was",7,105,276,100,"mismatch"
"99349","BOCK","b","5","30","solved",8,105,398,100,"mismatch"
"99350","BOCK","b","5","30","by",9,105,289,100,"mismatch"
"99351","BOCK","b","5","30","firing",10,105,285,100,"mismatch"
"99352","BOCK","b","5","30","the",11,105,317,100,"mismatch"
"99353","BOCK","b","5","30","custodian.",12,105,271,100,"mismatch"
"99401","BOCK","a","4","30","The",1,108,220,100,"match"
"99402","BOCK","a","4","30","label",2,108,223,100,"match"
"99403","BOCK","a","4","30","on",3,108,244,100,"match"
"99404","BOCK","a","4","30","the",4,108,236,100,"match"
