"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"28590","BOCK","b","5","8","firing",10,140,210,100,"mismatch"
"28591","BOCK","b","5","8","the",11,140,207,100,"mismatch"
"28592","BOCK","b","5","8","custodian.",12,140,248,100,"mismatch"
"28641","BOCK","b","23","8","The",1,144,208,0,"mismatch"
"28642","BOCK","b","23","8","message",2,144,205,0,"mismatch"
"28643","BOCK","b","23","8","from",3,144,384,0,"mismatch"
"28644","BOCK","b","23","8","the",4,144,161,0,"mismatch"
"28645","BOCK","b","23","8","engineers",5,144,203,0,"mismatch"
"28646","BOCK","b","23","8","regrettably",6,144,388,0,"mismatch"
"28647","BOCK","b","23","8","was",7,144,213,0,"mismatch"
"28648","BOCK","b","23","8","about",8,144,240,0,"mismatch"
"28649","BOCK","b","23","8","the",9,144,229,0,"mismatch"
"28650","BOCK","b","23","8","recent",10,144,213,0,"mismatch"
"28651","BOCK","b","23","8","weakening",11,144,199,0,"mismatch"
"28652","BOCK","b","23","8","to",12,144,207,0,"mismatch"
"28653","BOCK","b","23","8","the",13,144,211,0,"mismatch"
"28654","BOCK","b","23","8","building's",14,144,226,0,"mismatch"
"28655","BOCK","b","23","8","structural",15,144,196,0,"mismatch"
"28656","BOCK","b","23","8","supports.",16,144,218,0,"mismatch"
"28974","BOCK","a","24","8","The",1,162,170,100,"match"
"28975","BOCK","a","24","8","gate",2,162,191,100,"match"
"28976","BOCK","a","24","8","to",3,162,216,100,"match"
"28977","BOCK","a","24","8","the",4,162,221,100,"match"
"28978","BOCK","a","24","8","pasture",5,162,183,100,"match"
"28979","BOCK","a","24","8","evidently",6,162,191,100,"match"
"28980","BOCK","a","24","8","was",7,162,213,100,"match"
"28981","BOCK","a","24","8","falling",8,162,189,100,"match"
"28982","BOCK","a","24","8","down",9,162,221,100,"match"
"28983","BOCK","a","24","8","due",10,162,215,100,"match"
"28984","BOCK","a","24","8","to",11,162,197,100,"match"
"28985","BOCK","a","24","8","disrepair.",12,162,190,100,"match"
"28999","BOCK","b","19","8","The",1,164,203,0,"mismatch"
"29000","BOCK","b","19","8","warning",2,164,215,0,"mismatch"
"29001","BOCK","b","19","8","from",3,164,207,0,"mismatch"
"29002","BOCK","b","19","8","the",4,164,197,0,"mismatch"
"29003","BOCK","b","19","8","experts",5,164,216,0,"mismatch"
"29004","BOCK","b","19","8","unsurprisingly",6,164,207,0,"mismatch"
"29005","BOCK","b","19","8","was",7,164,217,0,"mismatch"
"29006","BOCK","b","19","8","a",8,164,240,0,"mismatch"
"29007","BOCK","b","19","8","shock",9,164,202,0,"mismatch"
"29008","BOCK","b","19","8","to",10,164,207,0,"mismatch"
"29009","BOCK","b","19","8","the",11,164,229,0,"mismatch"
"29010","BOCK","b","19","8","residents",12,164,193,0,"mismatch"
"29011","BOCK","b","19","8","of",13,164,199,0,"mismatch"
"29012","BOCK","b","19","8","the",14,164,208,0,"mismatch"
"29013","BOCK","b","19","8","city.",15,164,308,0,"mismatch"
"29034","BOCK","b","9","8","The",1,166,384,0,"mismatch"
"29035","BOCK","b","9","8","citation",2,166,202,0,"mismatch"
"29036","BOCK","b","9","8","on",3,166,185,0,"mismatch"
"29037","BOCK","b","9","8","the",4,166,199,0,"mismatch"
"29038","BOCK","b","9","8","notecards",5,166,221,0,"mismatch"
"29039","BOCK","b","9","8","unfortunately",6,166,177,0,"mismatch"
"29040","BOCK","b","9","8","was",7,166,191,0,"mismatch"
"29041","BOCK","b","9","8","quite",8,166,222,0,"mismatch"
"29042","BOCK","b","9","8","difficult",9,166,213,0,"mismatch"
"29043","BOCK","b","9","8","to",10,166,202,0,"mismatch"
"29044","BOCK","b","9","8","track",11,166,199,0,"mismatch"
"29045","BOCK","b","9","8","down",12,166,204,0,"mismatch"
"29046","BOCK","b","9","8","using",13,166,191,0,"mismatch"
"29047","BOCK","b","9","8","the",14,166,190,0,"mismatch"
"29048","BOCK","b","9","8","library's",15,166,185,0,"mismatch"
"29049","BOCK","b","9","8","limited",16,166,177,0,"mismatch"
"29050","BOCK","b","9","8","resources.",17,166,182,0,"mismatch"
"29229","BOCK","b","13","8","The",1,177,273,100,"mismatch"
"29230","BOCK","b","13","8","door",2,177,194,100,"mismatch"
"29231","BOCK","b","13","8","to",3,177,227,100,"mismatch"
"29232","BOCK","b","13","8","the",4,177,216,100,"mismatch"
"29233","BOCK","b","13","8","laboratories",5,177,210,100,"mismatch"
"29234","BOCK","b","13","8","accidentally",6,177,215,100,"mismatch"
"29235","BOCK","b","13","8","was",7,177,242,100,"mismatch"
"29236","BOCK","b","13","8","left",8,177,392,100,"mismatch"
"29237","BOCK","b","13","8","unlocked",9,177,248,100,"mismatch"
"29238","BOCK","b","13","8","by",10,177,235,100,"mismatch"
"29239","BOCK","b","13","8","the",11,177,235,100,"mismatch"
"29240","BOCK","b","13","8","cleaning",12,177,224,100,"mismatch"
"29241","BOCK","b","13","8","service.",13,177,231,100,"mismatch"
"29343","BOCK","a","14","8","The",1,184,205,100,"match"
"29344","BOCK","a","14","8","memo",2,184,216,100,"match"
"29345","BOCK","a","14","8","from",3,184,202,100,"match"
"29346","BOCK","a","14","8","the",4,184,219,100,"match"
"29347","BOCK","a","14","8","supervisor",5,184,197,100,"match"
"29348","BOCK","a","14","8","unfortunately",6,184,188,100,"match"
"29349","BOCK","a","14","8","was",7,184,197,100,"match"
"29350","BOCK","a","14","8","about",8,184,194,100,"match"
"29351","BOCK","a","14","8","the",9,184,207,100,"match"
"29352","BOCK","a","14","8","delinquent",10,184,199,100,"match"
"29353","BOCK","a","14","8","tax",11,184,207,100,"match"
"29354","BOCK","a","14","8","return.",12,184,224,100,"match"
"29370","BOCK","b","11","8","The",1,186,219,100,"mismatch"
"29371","BOCK","b","11","8","traitor",2,186,215,100,"mismatch"
"29372","BOCK","b","11","8","in",3,186,183,100,"mismatch"
"29373","BOCK","b","11","8","the",4,186,218,100,"mismatch"
"29374","BOCK","b","11","8","camps",5,186,193,100,"mismatch"
"29375","BOCK","b","11","8","regrettably",6,186,204,100,"mismatch"
"29376","BOCK","b","11","8","was",7,186,191,100,"mismatch"
"29377","BOCK","b","11","8","passing",8,186,226,100,"mismatch"
"29378","BOCK","b","11","8","information",9,186,204,100,"mismatch"
"29379","BOCK","b","11","8","to",10,186,210,100,"mismatch"
"29380","BOCK","b","11","8","the",11,186,218,100,"mismatch"
"29381","BOCK","b","11","8","enemy",12,186,205,100,"mismatch"
"29382","BOCK","b","11","8","through",13,186,213,100,"mismatch"
"29383","BOCK","b","11","8","various",14,186,199,100,"mismatch"
"29384","BOCK","b","11","8","secret",15,186,229,100,"mismatch"
"29385","BOCK","b","11","8","methods.",16,186,223,100,"mismatch"
"29766","BOCK","a","20","8","The",1,209,195,100,"match"
"29767","BOCK","a","20","8","bridge",2,209,200,100,"match"
"29768","BOCK","a","20","8","to",3,209,397,100,"match"
"29769","BOCK","a","20","8","the",4,209,215,100,"match"
"29770","BOCK","a","20","8","island",5,209,202,100,"match"
"29771","BOCK","a","20","8","apparently",6,209,267,100,"match"
"29772","BOCK","a","20","8","was",7,209,149,100,"match"
"29773","BOCK","a","20","8","about",8,209,224,100,"match"
"29774","BOCK","a","20","8","ten",9,209,235,100,"match"
"29775","BOCK","a","20","8","miles",10,209,227,100,"match"
"29776","BOCK","a","20","8","off",11,209,213,100,"match"
"29777","BOCK","a","20","8","the",12,209,192,100,"match"
"29778","BOCK","a","20","8","main",13,209,243,100,"match"
"29779","BOCK","a","20","8","highway.",14,209,256,100,"match"
"29972","BOCK","b","15","8","The",1,220,128,0,"mismatch"
"29973","BOCK","b","15","8","check",2,220,198,0,"mismatch"
"29974","BOCK","b","15","8","from",3,220,181,0,"mismatch"
"29975","BOCK","b","15","8","the",4,220,98,0,"mismatch"
"29976","BOCK","b","15","8","stockbrokers",5,220,109,0,"mismatch"
"29977","BOCK","b","15","8","happily",6,220,95,0,"mismatch"
"29978","BOCK","b","15","8","was",7,220,106,0,"mismatch"
"29979","BOCK","b","15","8","a",8,220,104,0,"mismatch"
"29980","BOCK","b","15","8","dividend",9,220,98,0,"mismatch"
"29981","BOCK","b","15","8","on",10,220,109,0,"mismatch"
"29982","BOCK","b","15","8","a",11,220,104,0,"mismatch"
"29983","BOCK","b","15","8","long-term",12,220,95,0,"mismatch"
"29984","BOCK","b","15","8","bond.",13,220,106,0,"mismatch"
"30261","BOCK","b","18","9","The",1,15,207,100,"mismatch"
"30262","BOCK","b","18","9","entrance",2,15,206,100,"mismatch"
"30263","BOCK","b","18","9","to",3,15,185,100,"mismatch"
"30264","BOCK","b","18","9","the",4,15,197,100,"mismatch"
"30265","BOCK","b","18","9","exhibits",5,15,250,100,"mismatch"
"30266","BOCK","b","18","9","evidently",6,15,233,100,"mismatch"
"30267","BOCK","b","18","9","was",7,15,313,100,"mismatch"
"30268","BOCK","b","18","9","hard",8,15,1192,100,"mismatch"
"30269","BOCK","b","18","9","to",9,15,175,100,"mismatch"
"30270","BOCK","b","18","9","locate",10,15,262,100,"mismatch"
"30271","BOCK","b","18","9","on",11,15,229,100,"mismatch"
"30272","BOCK","b","18","9","the",12,15,309,100,"mismatch"
"30273","BOCK","b","18","9","diagram.",13,15,319,100,"mismatch"
"30509","BOCK","b","8","9","The",1,29,170,100,"mismatch"
"30510","BOCK","b","8","9","defect",2,29,248,100,"mismatch"
"30511","BOCK","b","8","9","in",3,29,196,100,"mismatch"
"30512","BOCK","b","8","9","the",4,29,418,100,"mismatch"
"30513","BOCK","b","8","9","appliances",5,29,261,100,"mismatch"
"30514","BOCK","b","8","9","likely",6,29,196,100,"mismatch"
"30515","BOCK","b","8","9","was",7,29,305,100,"mismatch"
"30516","BOCK","b","8","9","unknown",8,29,259,100,"mismatch"
"30517","BOCK","b","8","9","to",9,29,174,100,"mismatch"
"30518","BOCK","b","8","9","consumers",10,29,218,100,"mismatch"
"30519","BOCK","b","8","9","and",11,29,234,100,"mismatch"
"30520","BOCK","b","8","9","government",12,29,228,100,"mismatch"
"30521","BOCK","b","8","9","regulators.",13,29,320,100,"mismatch"
"30588","BOCK","b","20","9","The",1,34,210,100,"mismatch"
"30589","BOCK","b","20","9","bridge",2,34,210,100,"mismatch"
"30590","BOCK","b","20","9","to",3,34,193,100,"mismatch"
"30591","BOCK","b","20","9","the",4,34,210,100,"mismatch"
"30592","BOCK","b","20","9","islands",5,34,171,100,"mismatch"
"30593","BOCK","b","20","9","apparently",6,34,207,100,"mismatch"
"30594","BOCK","b","20","9","was",7,34,229,100,"mismatch"
"30595","BOCK","b","20","9","about",8,34,237,100,"mismatch"
"30596","BOCK","b","20","9","ten",9,34,199,100,"mismatch"
"30597","BOCK","b","20","9","miles",10,34,183,100,"mismatch"
"30598","BOCK","b","20","9","off",11,34,242,100,"mismatch"
"30599","BOCK","b","20","9","the",12,34,199,100,"mismatch"
"30600","BOCK","b","20","9","main",13,34,224,100,"mismatch"
"30601","BOCK","b","20","9","highway.",14,34,312,100,"mismatch"
"30754","BOCK","b","2","9","The",1,44,256,100,"mismatch"
"30755","BOCK","b","2","9","picture",2,44,207,100,"mismatch"
"30756","BOCK","b","2","9","on",3,44,199,100,"mismatch"
"30757","BOCK","b","2","9","the",4,44,242,100,"mismatch"
"30758","BOCK","b","2","9","fliers",5,44,212,100,"mismatch"
"30759","BOCK","b","2","9","definitely",6,44,217,100,"mismatch"
"30760","BOCK","b","2","9","was",7,44,326,100,"mismatch"
"30761","BOCK","b","2","9","of",8,44,242,100,"mismatch"
"30762","BOCK","b","2","9","a",9,44,204,100,"mismatch"
"30763","BOCK","b","2","9","village",10,44,329,100,"mismatch"
"30764","BOCK","b","2","9","church",11,44,209,100,"mismatch"
"30765","BOCK","b","2","9","in",12,44,302,100,"mismatch"
"30766","BOCK","b","2","9","the",13,44,234,100,"mismatch"
"30767","BOCK","b","2","9","south",14,44,240,100,"mismatch"
"30768","BOCK","b","2","9","of",15,44,340,100,"mismatch"
"30769","BOCK","b","2","9","France.",16,44,350,100,"mismatch"
"30791","BOCK","b","10","9","The",1,46,259,0,"mismatch"
"30792","BOCK","b","10","9","advertisement",2,46,198,0,"mismatch"
"30793","BOCK","b","10","9","on",3,46,179,0,"mismatch"
"30794","BOCK","b","10","9","the",4,46,250,0,"mismatch"
"30795","BOCK","b","10","9","skyscrapers",5,46,207,0,"mismatch"
"30796","BOCK","b","10","9","typically",6,46,555,0,"mismatch"
"30797","BOCK","b","10","9","was",7,46,296,0,"mismatch"
"30798","BOCK","b","10","9","hard",8,46,193,0,"mismatch"
"30799","BOCK","b","10","9","to",9,46,318,0,"mismatch"
"30800","BOCK","b","10","9","read",10,46,226,0,"mismatch"
"30801","BOCK","b","10","9","except",11,46,223,0,"mismatch"
"30802","BOCK","b","10","9","from",12,46,256,0,"mismatch"
"30803","BOCK","b","10","9","a",13,46,215,0,"mismatch"
"30804","BOCK","b","10","9","long",14,46,302,0,"mismatch"
"30805","BOCK","b","10","9","distance",15,46,244,0,"mismatch"
"30806","BOCK","b","10","9","away.",16,46,356,0,"mismatch"
"30853","BOCK","a","9","9","The",1,50,164,100,"match"
"30854","BOCK","a","9","9","citation",2,50,142,100,"match"
"30855","BOCK","a","9","9","on",3,50,200,100,"match"
"30856","BOCK","a","9","9","the",4,50,205,100,"match"
"30857","BOCK","a","9","9","notecard",5,50,177,100,"match"
"30858","BOCK","a","9","9","unfortunately",6,50,173,100,"match"
"30859","BOCK","a","9","9","was",7,50,171,100,"match"
"30860","BOCK","a","9","9","quite",8,50,191,100,"match"
"30861","BOCK","a","9","9","difficult",9,50,196,100,"match"
"30862","BOCK","a","9","9","to",10,50,207,100,"match"
"30863","BOCK","a","9","9","track",11,50,193,100,"match"
"30864","BOCK","a","9","9","down",12,50,194,100,"match"
"30865","BOCK","a","9","9","using",13,50,204,100,"match"
"30866","BOCK","a","9","9","the",14,50,199,100,"match"
"30867","BOCK","a","9","9","library's",15,50,218,100,"match"
"30868","BOCK","a","9","9","limited",16,50,372,100,"match"
"30869","BOCK","a","9","9","resources.",17,50,382,100,"match"
"30907","BOCK","a","21","9","The",1,53,349,100,"match"
"30908","BOCK","a","21","9","gift",2,53,226,100,"match"
"30909","BOCK","a","21","9","from",3,53,226,100,"match"
"30910","BOCK","a","21","9","the",4,53,213,100,"match"
"30911","BOCK","a","21","9","visitor",5,53,221,100,"match"
"30912","BOCK","a","21","9","apparently",6,53,459,100,"match"
"30913","BOCK","a","21","9","was",7,53,209,100,"match"
"30914","BOCK","a","21","9","a",8,53,281,100,"match"
"30915","BOCK","a","21","9","beautiful",9,53,460,100,"match"
"30916","BOCK","a","21","9","clock",10,53,284,100,"match"
"30917","BOCK","a","21","9","from",11,53,446,100,"match"
"30918","BOCK","a","21","9","Germany.",12,53,340,100,"match"
"30987","BOCK","b","16","9","The",1,58,234,100,"mismatch"
"30988","BOCK","b","16","9","key",2,58,191,100,"mismatch"
"30989","BOCK","b","16","9","to",3,58,212,100,"mismatch"
"30990","BOCK","b","16","9","the",4,58,191,100,"mismatch"
"30991","BOCK","b","16","9","cells",5,58,199,100,"mismatch"
"30992","BOCK","b","16","9","unsurprisingly",6,58,199,100,"mismatch"
"30993","BOCK","b","16","9","was",7,58,354,100,"mismatch"
"30994","BOCK","b","16","9","rusty",8,58,194,100,"mismatch"
"30995","BOCK","b","16","9","from",9,58,348,100,"mismatch"
"30996","BOCK","b","16","9","many",10,58,199,100,"mismatch"
"30997","BOCK","b","16","9","years",11,58,204,100,"mismatch"
"30998","BOCK","b","16","9","of",12,58,340,100,"mismatch"
"30999","BOCK","b","16","9","disuse.",13,58,280,100,"mismatch"
"31189","BOCK","a","13","9","The",1,70,208,100,"match"
"31190","BOCK","a","13","9","door",2,70,191,100,"match"
"31191","BOCK","a","13","9","to",3,70,188,100,"match"
"31192","BOCK","a","13","9","the",4,70,188,100,"match"
"31193","BOCK","a","13","9","laboratory",5,70,190,100,"match"
"31194","BOCK","a","13","9","accidentally",6,70,193,100,"match"
"31195","BOCK","a","13","9","was",7,70,366,100,"match"
"31196","BOCK","a","13","9","left",8,70,182,100,"match"
"31197","BOCK","a","13","9","unlocked",9,70,185,100,"match"
"31198","BOCK","a","13","9","by",10,70,196,100,"match"
"31199","BOCK","a","13","9","the",11,70,226,100,"match"
"31200","BOCK","a","13","9","cleaning",12,70,196,100,"match"
"31201","BOCK","a","13","9","service.",13,70,369,100,"match"
"31247","BOCK","a","11","9","The",1,74,175,100,"match"
"31248","BOCK","a","11","9","traitor",2,74,215,100,"match"
"31249","BOCK","a","11","9","in",3,74,188,100,"match"
"31250","BOCK","a","11","9","the",4,74,196,100,"match"
"31251","BOCK","a","11","9","camp",5,74,182,100,"match"
"31252","BOCK","a","11","9","regrettably",6,74,206,100,"match"
"31253","BOCK","a","11","9","was",7,74,415,100,"match"
"31254","BOCK","a","11","9","passing",8,74,196,100,"match"
"31255","BOCK","a","11","9","information",9,74,483,100,"match"
"31256","BOCK","a","11","9","to",10,74,220,100,"match"
"31257","BOCK","a","11","9","the",11,74,267,100,"match"
"31258","BOCK","a","11","9","enemy",12,74,239,100,"match"
"31259","BOCK","a","11","9","through",13,74,290,100,"match"
"31260","BOCK","a","11","9","various",14,74,293,100,"match"
"31261","BOCK","a","11","9","secret",15,74,272,100,"match"
"31262","BOCK","a","11","9","methods.",16,74,282,100,"match"
"31293","BOCK","a","1","9","The",1,77,207,100,"match"
"31294","BOCK","a","1","9","slogan",2,77,188,100,"match"
"31295","BOCK","a","1","9","on",3,77,191,100,"match"
"31296","BOCK","a","1","9","the",4,77,221,100,"match"
"31297","BOCK","a","1","9","poster",5,77,188,100,"match"
"31298","BOCK","a","1","9","unsurprisingly",6,77,201,100,"match"
"31299","BOCK","a","1","9","was",7,77,361,100,"match"
"31300","BOCK","a","1","9","designed",8,77,226,100,"match"
"31301","BOCK","a","1","9","to",9,77,242,100,"match"
"31302","BOCK","a","1","9","get",10,77,221,100,"match"
"31303","BOCK","a","1","9","attention.",11,77,350,100,"match"
"31670","BOCK","a","3","9","The",1,99,197,100,"match"
"31671","BOCK","a","3","9","mistake",2,99,255,100,"match"
"31672","BOCK","a","3","9","in",3,99,324,100,"match"
"31673","BOCK","a","3","9","the",4,99,208,100,"match"
"31674","BOCK","a","3","9","program",5,99,330,100,"match"
"31675","BOCK","a","3","9","certainly",6,99,343,100,"match"
"31676","BOCK","a","3","9","was",7,99,218,100,"match"
"31677","BOCK","a","3","9","disastrous",8,99,342,100,"match"
"31678","BOCK","a","3","9","for",9,99,361,100,"match"
"31679","BOCK","a","3","9","the",10,99,242,100,"match"
"31680","BOCK","a","3","9","small",11,99,353,100,"match"
"31681","BOCK","a","3","9","software",12,99,285,100,"match"
"31682","BOCK","a","3","9","company.",13,99,442,100,"match"
"31715","BOCK","a","5","9","The",1,102,253,100,"match"
"31716","BOCK","a","5","9","problem",2,102,198,100,"match"
"31717","BOCK","a","5","9","in",3,102,216,100,"match"
"31718","BOCK","a","5","9","the",4,102,241,100,"match"
"31719","BOCK","a","5","9","store",5,102,177,100,"match"
"31720","BOCK","a","5","9","ultimately",6,102,198,100,"match"
"31721","BOCK","a","5","9","was",7,102,242,100,"match"
"31722","BOCK","a","5","9","solved",8,102,239,100,"match"
"31723","BOCK","a","5","9","by",9,102,209,100,"match"
"31724","BOCK","a","5","9","firing",10,102,291,100,"match"
"31725","BOCK","a","5","9","the",11,102,299,100,"match"
"31726","BOCK","a","5","9","custodian.",12,102,369,100,"match"
"31910","BOCK","a","17","9","The",1,114,207,0,"match"
"31911","BOCK","a","17","9","letter",2,114,212,0,"match"
"31912","BOCK","a","17","9","from",3,114,218,0,"match"
"31913","BOCK","a","17","9","the",4,114,201,0,"match"
"31914","BOCK","a","17","9","investigator",5,114,185,0,"match"
"31915","BOCK","a","17","9","allegedly",6,114,622,0,"match"
"31916","BOCK","a","17","9","was",7,114,286,0,"match"
"31917","BOCK","a","17","9","received",8,114,312,0,"match"
"31918","BOCK","a","17","9","in",9,114,273,0,"match"
"31919","BOCK","a","17","9","San",10,114,253,0,"match"
"31920","BOCK","a","17","9","Francisco",11,114,294,0,"match"
"31921","BOCK","a","17","9","in",12,114,295,0,"match"
"31922","BOCK","a","17","9","late",13,114,240,0,"match"
"31923","BOCK","a","17","9","March.",14,114,329,0,"match"
"32136","BOCK","b","24","9","The",1,127,240,100,"mismatch"
"32137","BOCK","b","24","9","gate",2,127,215,100,"mismatch"
"32138","BOCK","b","24","9","to",3,127,221,100,"mismatch"
"32139","BOCK","b","24","9","the",4,127,399,100,"mismatch"
"32140","BOCK","b","24","9","pastures",5,127,198,100,"mismatch"
"32141","BOCK","b","24","9","evidently",6,127,181,100,"mismatch"
"32142","BOCK","b","24","9","was",7,127,219,100,"mismatch"
"32143","BOCK","b","24","9","falling",8,127,535,100,"mismatch"
"32144","BOCK","b","24","9","down",9,127,185,100,"mismatch"
"32145","BOCK","b","24","9","due",10,127,246,100,"mismatch"
"32146","BOCK","b","24","9","to",11,127,254,100,"mismatch"
"32147","BOCK","b","24","9","disrepair.",12,127,383,100,"mismatch"
"32305","BOCK","b","4","9","The",1,137,272,100,"mismatch"
"32306","BOCK","b","4","9","label",2,137,288,100,"mismatch"
"32307","BOCK","b","4","9","on",3,137,220,100,"mismatch"
"32308","BOCK","b","4","9","the",4,137,245,100,"mismatch"
"32309","BOCK","b","4","9","containers",5,137,212,100,"mismatch"
"32310","BOCK","b","4","9","probably",6,137,388,100,"mismatch"
"32311","BOCK","b","4","9","was",7,137,233,100,"mismatch"
"32312","BOCK","b","4","9","a",8,137,275,100,"mismatch"
"32313","BOCK","b","4","9","warning",9,137,196,100,"mismatch"
"32314","BOCK","b","4","9","about",10,137,337,100,"mismatch"
"32315","BOCK","b","4","9","the",11,137,256,100,"mismatch"
"32316","BOCK","b","4","9","hazardous",12,137,300,100,"mismatch"
"32317","BOCK","b","4","9","chemicals",13,137,282,100,"mismatch"
"32318","BOCK","b","4","9","inside.",14,137,418,100,"mismatch"
"32622","BOCK","b","12","9","The",1,155,168,0,"mismatch"
"32623","BOCK","b","12","9","flaw",2,155,177,0,"mismatch"
"32624","BOCK","b","12","9","in",3,155,177,0,"mismatch"
"32625","BOCK","b","12","9","the",4,155,202,0,"mismatch"
"32626","BOCK","b","12","9","arguments",5,155,168,0,"mismatch"
"32627","BOCK","b","12","9","usually",6,155,171,0,"mismatch"
"32628","BOCK","b","12","9","was",7,155,161,0,"mismatch"
"32629","BOCK","b","12","9","clear",8,155,210,0,"mismatch"
"32630","BOCK","b","12","9","to",9,155,183,0,"mismatch"
"32631","BOCK","b","12","9","everyone",10,155,208,0,"mismatch"
"32632","BOCK","b","12","9","in",11,155,207,0,"mismatch"
"32633","BOCK","b","12","9","the",12,155,208,0,"mismatch"
"32634","BOCK","b","12","9","lecture",13,155,246,0,"mismatch"
"32635","BOCK","b","12","9","hall",14,155,205,0,"mismatch"
"32636","BOCK","b","12","9","after",15,155,267,0,"mismatch"
"32637","BOCK","b","12","9","just",16,155,199,0,"mismatch"
"32638","BOCK","b","12","9","five",17,155,441,0,"mismatch"
"32639","BOCK","b","12","9","minutes.",18,155,256,0,"mismatch"
"32746","BOCK","a","19","9","The",1,162,199,100,"match"
"32747","BOCK","a","19","9","warning",2,162,188,100,"match"
"32748","BOCK","a","19","9","from",3,162,185,100,"match"
"32749","BOCK","a","19","9","the",4,162,196,100,"match"
"32750","BOCK","a","19","9","expert",5,162,191,100,"match"
"32751","BOCK","a","19","9","unsurprisingly",6,162,171,100,"match"
"32752","BOCK","a","19","9","was",7,162,196,100,"match"
"32753","BOCK","a","19","9","a",8,162,183,100,"match"
"32754","BOCK","a","19","9","shock",9,162,191,100,"match"
"32755","BOCK","a","19","9","to",10,162,178,100,"match"
"32756","BOCK","a","19","9","the",11,162,175,100,"match"
"32757","BOCK","a","19","9","residents",12,162,197,100,"match"
"32758","BOCK","a","19","9","of",13,162,216,100,"match"
"32759","BOCK","a","19","9","the",14,162,324,100,"match"
"32760","BOCK","a","19","9","city.",15,162,288,100,"match"
"32907","BOCK","b","6","9","The",1,172,202,100,"mismatch"
"32908","BOCK","b","6","9","name",2,172,183,100,"mismatch"
"32909","BOCK","b","6","9","on",3,172,177,100,"mismatch"
"32910","BOCK","b","6","9","the",4,172,202,100,"mismatch"
"32911","BOCK","b","6","9","billboards",5,172,182,100,"mismatch"
"32912","BOCK","b","6","9","probably",6,172,171,100,"mismatch"
"32913","BOCK","b","6","9","was",7,172,145,100,"mismatch"
"32914","BOCK","b","6","9","of",8,172,206,100,"mismatch"
"32915","BOCK","b","6","9","a",9,172,222,100,"mismatch"
"32916","BOCK","b","6","9","prominent",10,172,221,100,"mismatch"
"32917","BOCK","b","6","9","local",11,172,196,100,"mismatch"
"32918","BOCK","b","6","9","businessman.",12,172,204,100,"mismatch"
"33027","BOCK","a","15","9","The",1,179,189,100,"match"
"33028","BOCK","a","15","9","check",2,179,134,100,"match"
"33029","BOCK","a","15","9","from",3,179,229,100,"match"
"33030","BOCK","a","15","9","the",4,179,188,100,"match"
"33031","BOCK","a","15","9","stockbroker",5,179,171,100,"match"
"33032","BOCK","a","15","9","happily",6,179,187,100,"match"
"33033","BOCK","a","15","9","was",7,179,190,100,"match"
"33034","BOCK","a","15","9","a",8,179,194,100,"match"
"33035","BOCK","a","15","9","dividend",9,179,163,100,"match"
"33036","BOCK","a","15","9","on",10,179,166,100,"match"
"33037","BOCK","a","15","9","a",11,179,180,100,"match"
"33038","BOCK","a","15","9","long-term",12,179,386,100,"match"
"33039","BOCK","a","15","9","bond.",13,179,199,100,"match"
"33190","BOCK","b","22","9","The",1,189,183,100,"mismatch"
"33191","BOCK","b","22","9","path",2,189,177,100,"mismatch"
"33192","BOCK","b","22","9","to",3,189,169,100,"mismatch"
"33193","BOCK","b","22","9","the",4,189,167,100,"mismatch"
"33194","BOCK","b","22","9","monuments",5,189,161,100,"mismatch"
"33195","BOCK","b","22","9","happily",6,189,134,100,"mismatch"
"33196","BOCK","b","22","9","was",7,189,208,100,"mismatch"
"33197","BOCK","b","22","9","lined",8,189,205,100,"mismatch"
"33198","BOCK","b","22","9","with",9,189,188,100,"mismatch"
"33199","BOCK","b","22","9","lovely",10,189,183,100,"mismatch"
"33200","BOCK","b","22","9","trees",11,189,174,100,"mismatch"
"33201","BOCK","b","22","9","and",12,189,183,100,"mismatch"
"33202","BOCK","b","22","9","flowers.",13,189,185,100,"mismatch"
"33296","BOCK","b","14","9","The",1,196,159,100,"mismatch"
"33297","BOCK","b","14","9","memo",2,196,232,100,"mismatch"
"33298","BOCK","b","14","9","from",3,196,177,100,"mismatch"
"33299","BOCK","b","14","9","the",4,196,201,100,"mismatch"
"33300","BOCK","b","14","9","supervisors",5,196,182,100,"mismatch"
"33301","BOCK","b","14","9","unfortunately",6,196,158,100,"mismatch"
"33302","BOCK","b","14","9","was",7,196,305,100,"mismatch"
"33303","BOCK","b","14","9","about",8,196,400,100,"mismatch"
"33304","BOCK","b","14","9","the",9,196,280,100,"mismatch"
"33305","BOCK","b","14","9","delinquent",10,196,532,100,"mismatch"
"33306","BOCK","b","14","9","tax",11,196,231,100,"mismatch"
"33307","BOCK","b","14","9","return.",12,196,337,100,"mismatch"
"33457","BOCK","a","23","9","The",1,205,151,0,"match"
"33458","BOCK","a","23","9","message",2,205,232,0,"match"
"33459","BOCK","a","23","9","from",3,205,215,0,"match"
"33460","BOCK","a","23","9","the",4,205,180,0,"match"
"33461","BOCK","a","23","9","engineer",5,205,210,0,"match"
"33462","BOCK","a","23","9","regrettably",6,205,245,0,"match"
"33463","BOCK","a","23","9","was",7,205,213,0,"match"
"33464","BOCK","a","23","9","about",8,205,323,0,"match"
"33465","BOCK","a","23","9","the",9,205,248,0,"match"
