"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","rchead","rcsubj","List"
"55817","BAKER","h","5","12","always",12,149,329,100,"gram","pl","pl","4"
"55818","BAKER","h","5","12","wave",13,149,466,100,"gram","pl","pl","4"
"55819","BAKER","h","5","12","to",14,149,289,100,"gram","pl","pl","4"
"55820","BAKER","h","5","12","say",15,149,313,100,"gram","pl","pl","4"
"55821","BAKER","h","5","12","hi.",16,149,439,100,"gram","pl","pl","4"
"55943","BAKER","d","9","12","The",1,158,241,100,"gram","sg","pl","4"
"55944","BAKER","d","9","12","supervisor",2,158,268,100,"gram","sg","pl","4"
"55945","BAKER","d","9","12","who",3,158,242,100,"gram","sg","pl","4"
"55946","BAKER","d","9","12","the",4,158,237,100,"gram","sg","pl","4"
"55947","BAKER","d","9","12","counselors",5,158,257,100,"gram","sg","pl","4"
"55948","BAKER","d","9","12","report",6,158,1135,100,"gram","sg","pl","4"
"55949","BAKER","d","9","12","to",7,158,264,100,"gram","sg","pl","4"
"55950","BAKER","d","9","12","directly",8,158,261,100,"gram","sg","pl","4"
"55951","BAKER","d","9","12","is",9,158,253,100,"gram","sg","pl","4"
"55952","BAKER","d","9","12","supposed",10,158,314,100,"gram","sg","pl","4"
"55953","BAKER","d","9","12","to",11,158,742,100,"gram","sg","pl","4"
"55954","BAKER","d","9","12","provide",12,158,273,100,"gram","sg","pl","4"
"55955","BAKER","d","9","12","advice",13,158,254,100,"gram","sg","pl","4"
"55956","BAKER","d","9","12","and",14,158,233,100,"gram","sg","pl","4"
"55957","BAKER","d","9","12","support.",15,158,217,100,"gram","sg","pl","4"
"56001","BAKER","e","2","12","The",1,162,197,100,"gram","pl","sg","4"
"56002","BAKER","e","2","12","patients",2,162,224,100,"gram","pl","sg","4"
"56003","BAKER","e","2","12","who",3,162,264,100,"gram","pl","sg","4"
"56004","BAKER","e","2","12","the",4,162,246,100,"gram","pl","sg","4"
"56005","BAKER","e","2","12","doctor",5,162,237,100,"gram","pl","sg","4"
"56006","BAKER","e","2","12","checks",6,162,363,100,"gram","pl","sg","4"
"56007","BAKER","e","2","12","on",7,162,552,100,"gram","pl","sg","4"
"56008","BAKER","e","2","12","daily",8,162,896,100,"gram","pl","sg","4"
"56009","BAKER","e","2","12","are",9,162,264,100,"gram","pl","sg","4"
"56010","BAKER","e","2","12","undergoing",10,162,280,100,"gram","pl","sg","4"
"56011","BAKER","e","2","12","an",11,162,289,100,"gram","pl","sg","4"
"56012","BAKER","e","2","12","experimental",12,162,326,100,"gram","pl","sg","4"
"56013","BAKER","e","2","12","treatment.",13,162,337,100,"gram","pl","sg","4"
"56103","BAKER","b","15","12","The",1,168,261,100,"ungram","sg","sg","4"
"56104","BAKER","b","15","12","firefighter",2,168,261,100,"ungram","sg","sg","4"
"56105","BAKER","b","15","12","who",3,168,282,100,"ungram","sg","sg","4"
"56106","BAKER","b","15","12","the",4,168,268,100,"ungram","sg","sg","4"
"56107","BAKER","b","15","12","ranger",5,168,241,100,"ungram","sg","sg","4"
"56108","BAKER","b","15","12","keep",6,168,249,100,"ungram","sg","sg","4"
"56109","BAKER","b","15","12","on",7,168,255,100,"ungram","sg","sg","4"
"56110","BAKER","b","15","12","hand",8,168,254,100,"ungram","sg","sg","4"
"56111","BAKER","b","15","12","during",9,168,253,100,"ungram","sg","sg","4"
"56112","BAKER","b","15","12","the",10,168,257,100,"ungram","sg","sg","4"
"56113","BAKER","b","15","12","summer",11,168,234,100,"ungram","sg","sg","4"
"56114","BAKER","b","15","12","months",12,168,234,100,"ungram","sg","sg","4"
"56115","BAKER","b","15","12","has",13,168,239,100,"ungram","sg","sg","4"
"56116","BAKER","b","15","12","special",14,168,251,100,"ungram","sg","sg","4"
"56117","BAKER","b","15","12","training",15,168,302,100,"ungram","sg","sg","4"
"56118","BAKER","b","15","12","in",16,168,284,100,"ungram","sg","sg","4"
"56119","BAKER","b","15","12","forest",17,168,242,100,"ungram","sg","sg","4"
"56120","BAKER","b","15","12","fires.",18,168,285,100,"ungram","sg","sg","4"
"56136","BAKER","e","34","12","The",1,170,201,100,"gram","pl","sg","4"
"56137","BAKER","e","34","12","quarterbacks",2,170,197,100,"gram","pl","sg","4"
"56138","BAKER","e","34","12","who",3,170,217,100,"gram","pl","sg","4"
"56139","BAKER","e","34","12","the",4,170,254,100,"gram","pl","sg","4"
"56140","BAKER","e","34","12","recruiter",5,170,217,100,"gram","pl","sg","4"
"56141","BAKER","e","34","12","watches",6,170,217,100,"gram","pl","sg","4"
"56142","BAKER","e","34","12","from",7,170,218,100,"gram","pl","sg","4"
"56143","BAKER","e","34","12","the",8,170,235,100,"gram","pl","sg","4"
"56144","BAKER","e","34","12","bleachers",9,170,243,100,"gram","pl","sg","4"
"56145","BAKER","e","34","12","every",10,170,222,100,"gram","pl","sg","4"
"56146","BAKER","e","34","12","weekend",11,170,247,100,"gram","pl","sg","4"
"56147","BAKER","e","34","12","might",12,170,264,100,"gram","pl","sg","4"
