"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","rchead","rcsubj","List"
"166217","BAKER","c","17","35","allowed",16,82,261,100,"ungram","sg","pl","3"
"166218","BAKER","c","17","35","to",17,82,403,100,"ungram","sg","pl","3"
"166219","BAKER","c","17","35","accept.",18,82,389,100,"ungram","sg","pl","3"
"166281","BAKER","b","40","35","The",1,87,317,100,"ungram","sg","sg","3"
"166282","BAKER","b","40","35","translator",2,87,261,100,"ungram","sg","sg","3"
"166283","BAKER","b","40","35","who",3,87,287,100,"ungram","sg","sg","3"
"166284","BAKER","b","40","35","the",4,87,255,100,"ungram","sg","sg","3"
"166285","BAKER","b","40","35","diplomat",5,87,244,100,"ungram","sg","sg","3"
"166286","BAKER","b","40","35","need",6,87,276,100,"ungram","sg","sg","3"
"166287","BAKER","b","40","35","for",7,87,227,100,"ungram","sg","sg","3"
"166288","BAKER","b","40","35","communication",8,87,269,100,"ungram","sg","sg","3"
"166289","BAKER","b","40","35","was",9,87,281,100,"ungram","sg","sg","3"
"166290","BAKER","b","40","35","working",10,87,252,100,"ungram","sg","sg","3"
"166291","BAKER","b","40","35","furiously",11,87,270,100,"ungram","sg","sg","3"
"166292","BAKER","b","40","35","to",12,87,244,100,"ungram","sg","sg","3"
"166293","BAKER","b","40","35","facilitate",13,87,258,100,"ungram","sg","sg","3"
"166294","BAKER","b","40","35","peace",14,87,241,100,"ungram","sg","sg","3"
"166295","BAKER","b","40","35","talks.",15,87,347,100,"ungram","sg","sg","3"
"166382","BAKER","d","2","35","The",1,93,298,100,"gram","sg","pl","3"
"166383","BAKER","d","2","35","patient",2,93,286,100,"gram","sg","pl","3"
"166384","BAKER","d","2","35","who",3,93,260,100,"gram","sg","pl","3"
"166385","BAKER","d","2","35","the",4,93,256,100,"gram","sg","pl","3"
"166386","BAKER","d","2","35","doctors",5,93,240,100,"gram","sg","pl","3"
"166387","BAKER","d","2","35","check",6,93,232,100,"gram","sg","pl","3"
"166388","BAKER","d","2","35","on",7,93,257,100,"gram","sg","pl","3"
"166389","BAKER","d","2","35","daily",8,93,224,100,"gram","sg","pl","3"
"166390","BAKER","d","2","35","is",9,93,239,100,"gram","sg","pl","3"
"166391","BAKER","d","2","35","undergoing",10,93,249,100,"gram","sg","pl","3"
"166392","BAKER","d","2","35","an",11,93,236,100,"gram","sg","pl","3"
"166393","BAKER","d","2","35","experimental",12,93,224,100,"gram","sg","pl","3"
"166394","BAKER","d","2","35","treatment.",13,93,352,100,"gram","sg","pl","3"
"166511","BAKER","d","34","35","The",1,101,282,100,"gram","sg","pl","3"
"166512","BAKER","d","34","35","quarterback",2,101,392,100,"gram","sg","pl","3"
"166513","BAKER","d","34","35","who",3,101,229,100,"gram","sg","pl","3"
"166514","BAKER","d","34","35","the",4,101,259,100,"gram","sg","pl","3"
"166515","BAKER","d","34","35","recruiters",5,101,284,100,"gram","sg","pl","3"
"166516","BAKER","d","34","35","watch",6,101,238,100,"gram","sg","pl","3"
"166517","BAKER","d","34","35","from",7,101,259,100,"gram","sg","pl","3"
"166518","BAKER","d","34","35","the",8,101,235,100,"gram","sg","pl","3"
"166519","BAKER","d","34","35","bleachers",9,101,265,100,"gram","sg","pl","3"
"166520","BAKER","d","34","35","every",10,101,284,100,"gram","sg","pl","3"
"166521","BAKER","d","34","35","weekend",11,101,242,100,"gram","sg","pl","3"
"166522","BAKER","d","34","35","might",12,101,277,100,"gram","sg","pl","3"
"166523","BAKER","d","34","35","win",13,101,244,100,"gram","sg","pl","3"
"166524","BAKER","d","34","35","a",14,101,281,100,"gram","sg","pl","3"
"166525","BAKER","d","34","35","lucrative",15,101,252,100,"gram","sg","pl","3"
"166526","BAKER","d","34","35","contract.",16,101,660,100,"gram","sg","pl","3"
"166577","BAKER","a","7","35","The",1,105,288,100,"gram","sg","sg","3"
"166578","BAKER","a","7","35","accountant",2,105,362,100,"gram","sg","sg","3"
"166579","BAKER","a","7","35","who",3,105,252,100,"gram","sg","sg","3"
"166580","BAKER","a","7","35","the",4,105,272,100,"gram","sg","sg","3"
"166581","BAKER","a","7","35","administrator",5,105,257,100,"gram","sg","sg","3"
"166582","BAKER","a","7","35","depends",6,105,271,100,"gram","sg","sg","3"
"166583","BAKER","a","7","35","on",7,105,335,100,"gram","sg","sg","3"
"166584","BAKER","a","7","35","to",8,105,251,100,"gram","sg","sg","3"
"166585","BAKER","a","7","35","balance",9,105,269,100,"gram","sg","sg","3"
"166586","BAKER","a","7","35","the",10,105,311,100,"gram","sg","sg","3"
"166587","BAKER","a","7","35","books",11,105,257,100,"gram","sg","sg","3"
"166588","BAKER","a","7","35","is",12,105,270,100,"gram","sg","sg","3"
"166589","BAKER","a","7","35","very",13,105,248,100,"gram","sg","sg","3"
"166590","BAKER","a","7","35","well",14,105,240,100,"gram","sg","sg","3"
"166591","BAKER","a","7","35","paid.",15,105,286,100,"gram","sg","sg","3"
"166645","BAKER","a","23","35","The",1,109,301,100,"gram","sg","sg","3"
"166646","BAKER","a","23","35","cheerleader",2,109,258,100,"gram","sg","sg","3"
"166647","BAKER","a","23","35","who",3,109,284,100,"gram","sg","sg","3"
"166648","BAKER","a","23","35","the",4,109,256,100,"gram","sg","sg","3"
"166649","BAKER","a","23","35","choreographer",5,109,245,100,"gram","sg","sg","3"
"166650","BAKER","a","23","35","works",6,109,279,100,"gram","sg","sg","3"
"166651","BAKER","a","23","35","with",7,109,240,100,"gram","sg","sg","3"
"166652","BAKER","a","23","35","usually",8,109,242,100,"gram","sg","sg","3"
"166653","BAKER","a","23","35","spends",9,109,256,100,"gram","sg","sg","3"
"166654","BAKER","a","23","35","all",10,109,239,100,"gram","sg","sg","3"
"166655","BAKER","a","23","35","year",11,109,217,100,"gram","sg","sg","3"
"166656","BAKER","a","23","35","training",12,109,252,100,"gram","sg","sg","3"
"166657","BAKER","a","23","35","for",13,109,238,100,"gram","sg","sg","3"
"166658","BAKER","a","23","35","the",14,109,278,100,"gram","sg","sg","3"
"166659","BAKER","a","23","35","national",15,109,263,100,"gram","sg","sg","3"
"166660","BAKER","a","23","35","competition.",16,109,351,100,"gram","sg","sg","3"
"166701","BAKER","h","6","35","The",1,113,281,100,"gram","pl","pl","3"
"166702","BAKER","h","6","35","teenagers",2,113,290,100,"gram","pl","pl","3"
"166703","BAKER","h","6","35","who",3,113,273,100,"gram","pl","pl","3"
"166704","BAKER","h","6","35","the",4,113,260,100,"gram","pl","pl","3"
"166705","BAKER","h","6","35","farmers",5,113,217,100,"gram","pl","pl","3"
"166706","BAKER","h","6","35","hire",6,113,238,100,"gram","pl","pl","3"
"166707","BAKER","h","6","35","to",7,113,261,100,"gram","pl","pl","3"
"166708","BAKER","h","6","35","pick",8,113,232,100,"gram","pl","pl","3"
"166709","BAKER","h","6","35","fruit",9,113,230,100,"gram","pl","pl","3"
"166710","BAKER","h","6","35","every",10,113,244,100,"gram","pl","pl","3"
"166711","BAKER","h","6","35","summer",11,113,227,100,"gram","pl","pl","3"
"166712","BAKER","h","6","35","usually",12,113,260,100,"gram","pl","pl","3"
"166713","BAKER","h","6","35","work",13,113,241,100,"gram","pl","pl","3"
"166714","BAKER","h","6","35","pretty",14,113,273,100,"gram","pl","pl","3"
"166715","BAKER","h","6","35","hard.",15,113,333,100,"gram","pl","pl","3"
"166763","BAKER","b","48","35","The",1,117,249,100,"ungram","sg","sg","3"
"166764","BAKER","b","48","35","actress",2,117,259,100,"ungram","sg","sg","3"
"166765","BAKER","b","48","35","who",3,117,241,100,"ungram","sg","sg","3"
"166766","BAKER","b","48","35","the",4,117,227,100,"ungram","sg","sg","3"
"166767","BAKER","b","48","35","designer",5,117,248,100,"ungram","sg","sg","3"
"166768","BAKER","b","48","35","create",6,117,219,100,"ungram","sg","sg","3"
"166769","BAKER","b","48","35","award",7,117,244,100,"ungram","sg","sg","3"
"166770","BAKER","b","48","35","show",8,117,244,100,"ungram","sg","sg","3"
"166771","BAKER","b","48","35","dresses",9,117,220,100,"ungram","sg","sg","3"
"166772","BAKER","b","48","35","for",10,117,264,100,"ungram","sg","sg","3"
"166773","BAKER","b","48","35","is",11,117,233,100,"ungram","sg","sg","3"
"166774","BAKER","b","48","35","extremely",12,117,234,100,"ungram","sg","sg","3"
"166775","BAKER","b","48","35","fickle",13,117,236,100,"ungram","sg","sg","3"
"166776","BAKER","b","48","35","and",14,117,237,100,"ungram","sg","sg","3"
"166777","BAKER","b","48","35","demanding.",15,117,317,100,"ungram","sg","sg","3"
"166796","BAKER","d","10","35","The",1,119,234,100,"gram","sg","pl","3"
"166797","BAKER","d","10","35","customer",2,119,265,100,"gram","sg","pl","3"
"166798","BAKER","d","10","35","who",3,119,268,100,"gram","sg","pl","3"
"166799","BAKER","d","10","35","the",4,119,249,100,"gram","sg","pl","3"
"166800","BAKER","d","10","35","waitresses",5,119,236,100,"gram","sg","pl","3"
"166801","BAKER","d","10","35","hate",6,119,264,100,"gram","sg","pl","3"
"166802","BAKER","d","10","35","the",7,119,213,100,"gram","sg","pl","3"
"166803","BAKER","d","10","35","most",8,119,238,100,"gram","sg","pl","3"
"166804","BAKER","d","10","35","is",9,119,252,100,"gram","sg","pl","3"
"166805","BAKER","d","10","35","the",10,119,247,100,"gram","sg","pl","3"
"166806","BAKER","d","10","35","one",11,119,249,100,"gram","sg","pl","3"
"166807","BAKER","d","10","35","who",12,119,257,100,"gram","sg","pl","3"
"166808","BAKER","d","10","35","complains",13,119,222,100,"gram","sg","pl","3"
"166809","BAKER","d","10","35","about",14,119,229,100,"gram","sg","pl","3"
"166810","BAKER","d","10","35","everything",15,119,256,100,"gram","sg","pl","3"
"166811","BAKER","d","10","35","and",16,119,256,100,"gram","sg","pl","3"
"166812","BAKER","d","10","35","leaves",17,119,230,100,"gram","sg","pl","3"
"166813","BAKER","d","10","35","a",18,119,325,100,"gram","sg","pl","3"
"166814","BAKER","d","10","35","lousy",19,119,311,100,"gram","sg","pl","3"
"166815","BAKER","d","10","35","tip.",20,119,306,100,"gram","sg","pl","3"
"166868","BAKER","h","38","35","The",1,123,355,100,"gram","pl","pl","3"
"166869","BAKER","h","38","35","students",2,123,277,100,"gram","pl","pl","3"
"166870","BAKER","h","38","35","who",3,123,225,100,"gram","pl","pl","3"
"166871","BAKER","h","38","35","the",4,123,258,100,"gram","pl","pl","3"
"166872","BAKER","h","38","35","bullies",5,123,277,100,"gram","pl","pl","3"
"166873","BAKER","h","38","35","tease",6,123,248,100,"gram","pl","pl","3"
"166874","BAKER","h","38","35","during",7,123,241,100,"gram","pl","pl","3"
"166875","BAKER","h","38","35","lunch",8,123,264,100,"gram","pl","pl","3"
"166876","BAKER","h","38","35","are",9,123,232,100,"gram","pl","pl","3"
"166877","BAKER","h","38","35","too",10,123,257,100,"gram","pl","pl","3"
"166878","BAKER","h","38","35","afraid",11,123,243,100,"gram","pl","pl","3"
"166879","BAKER","h","38","35","to",12,123,212,100,"gram","pl","pl","3"
"166880","BAKER","h","38","35","tell",13,123,243,100,"gram","pl","pl","3"
"166881","BAKER","h","38","35","the",14,123,257,100,"gram","pl","pl","3"
"166882","BAKER","h","38","35","teachers.",15,123,375,100,"gram","pl","pl","3"
"166896","BAKER","a","31","35","The",1,125,286,100,"gram","sg","sg","3"
"166897","BAKER","a","31","35","cowboy",2,125,276,100,"gram","sg","sg","3"
"166898","BAKER","a","31","35","who",3,125,219,100,"gram","sg","sg","3"
"166899","BAKER","a","31","35","the",4,125,254,100,"gram","sg","sg","3"
"166900","BAKER","a","31","35","rancher",5,125,232,100,"gram","sg","sg","3"
"166901","BAKER","a","31","35","likes",6,125,250,100,"gram","sg","sg","3"
"166902","BAKER","a","31","35","the",7,125,256,100,"gram","sg","sg","3"
"166903","BAKER","a","31","35","most",8,125,249,100,"gram","sg","sg","3"
"166904","BAKER","a","31","35","has",9,125,248,100,"gram","sg","sg","3"
"166905","BAKER","a","31","35","thirty",10,125,256,100,"gram","sg","sg","3"
"166906","BAKER","a","31","35","years",11,125,248,100,"gram","sg","sg","3"
"166907","BAKER","a","31","35","of",12,125,270,100,"gram","sg","sg","3"
"166908","BAKER","a","31","35","experience",13,125,260,100,"gram","sg","sg","3"
"166909","BAKER","a","31","35","on",14,125,269,100,"gram","sg","sg","3"
"166910","BAKER","a","31","35","the",15,125,255,100,"gram","sg","sg","3"
"166911","BAKER","a","31","35","range.",16,125,286,100,"gram","sg","sg","3"
"167003","BAKER","c","1","35","The",1,131,293,100,"ungram","sg","pl","3"
"167004","BAKER","c","1","35","Marine",2,131,256,100,"ungram","sg","pl","3"
"167005","BAKER","c","1","35","who",3,131,243,100,"ungram","sg","pl","3"
"167006","BAKER","c","1","35","the",4,131,228,100,"ungram","sg","pl","3"
"167007","BAKER","c","1","35","officers",5,131,236,100,"ungram","sg","pl","3"
"167008","BAKER","c","1","35","wants",6,131,243,100,"ungram","sg","pl","3"
"167009","BAKER","c","1","35","to",7,131,231,100,"ungram","sg","pl","3"
"167010","BAKER","c","1","35","promote",8,131,228,100,"ungram","sg","pl","3"
"167011","BAKER","c","1","35","is",9,131,224,100,"ungram","sg","pl","3"
"167012","BAKER","c","1","35","always",10,131,276,100,"ungram","sg","pl","3"
"167013","BAKER","c","1","35","ready",11,131,203,100,"ungram","sg","pl","3"
"167014","BAKER","c","1","35","to",12,131,253,100,"ungram","sg","pl","3"
"167015","BAKER","c","1","35","risk",13,131,207,100,"ungram","sg","pl","3"
"167016","BAKER","c","1","35","his",14,131,242,100,"ungram","sg","pl","3"
"167017","BAKER","c","1","35","life",15,131,233,100,"ungram","sg","pl","3"
"167018","BAKER","c","1","35","for",16,131,242,100,"ungram","sg","pl","3"
"167019","BAKER","c","1","35","someone",17,131,243,100,"ungram","sg","pl","3"
"167020","BAKER","c","1","35","in",18,131,261,100,"ungram","sg","pl","3"
"167021","BAKER","c","1","35","need.",19,131,337,100,"ungram","sg","pl","3"
"167068","BAKER","d","42","35","The",1,135,286,0,"gram","sg","pl","3"
"167069","BAKER","d","42","35","judge",2,135,253,0,"gram","sg","pl","3"
"167070","BAKER","d","42","35","who",3,135,245,0,"gram","sg","pl","3"
"167071","BAKER","d","42","35","the",4,135,257,0,"gram","sg","pl","3"
"167072","BAKER","d","42","35","criminals",5,135,215,0,"gram","sg","pl","3"
"167073","BAKER","d","42","35","fear",6,135,230,0,"gram","sg","pl","3"
"167074","BAKER","d","42","35","the",7,135,234,0,"gram","sg","pl","3"
"167075","BAKER","d","42","35","most",8,135,252,0,"gram","sg","pl","3"
"167076","BAKER","d","42","35","hands",9,135,145,0,"gram","sg","pl","3"
"167077","BAKER","d","42","35","down",10,135,121,0,"gram","sg","pl","3"
"167078","BAKER","d","42","35","tough",11,135,474,0,"gram","sg","pl","3"
"167079","BAKER","d","42","35","sentences",12,135,252,0,"gram","sg","pl","3"
"167080","BAKER","d","42","35","for",13,135,284,0,"gram","sg","pl","3"
"167081","BAKER","d","42","35","minor",14,135,269,0,"gram","sg","pl","3"
"167082","BAKER","d","42","35","offenses.",15,135,365,0,"gram","sg","pl","3"
"167120","BAKER","e","35","35","The",1,138,298,100,"gram","pl","sg","3"
"167121","BAKER","e","35","35","caterers",2,138,299,100,"gram","pl","sg","3"
"167122","BAKER","e","35","35","who",3,138,280,100,"gram","pl","sg","3"
"167123","BAKER","e","35","35","the",4,138,253,100,"gram","pl","sg","3"
"167124","BAKER","e","35","35","hostess",5,138,277,100,"gram","pl","sg","3"
"167125","BAKER","e","35","35","recommends",6,138,263,100,"gram","pl","sg","3"
"167126","BAKER","e","35","35","to",7,138,273,100,"gram","pl","sg","3"
"167127","BAKER","e","35","35","her",8,138,228,100,"gram","pl","sg","3"
"167128","BAKER","e","35","35","friends",9,138,243,100,"gram","pl","sg","3"
"167129","BAKER","e","35","35","are",10,138,278,100,"gram","pl","sg","3"
"167130","BAKER","e","35","35","excellent",11,138,230,100,"gram","pl","sg","3"
"167131","BAKER","e","35","35","but",12,138,277,100,"gram","pl","sg","3"
"167132","BAKER","e","35","35","outrageously",13,138,252,100,"gram","pl","sg","3"
"167133","BAKER","e","35","35","expensive.",14,138,503,100,"gram","pl","sg","3"
"167148","BAKER","f","4","35","The",1,140,275,100,"ungram","pl","sg","3"
"167149","BAKER","f","4","35","players",2,140,273,100,"ungram","pl","sg","3"
"167150","BAKER","f","4","35","who",3,140,235,100,"ungram","pl","sg","3"
"167151","BAKER","f","4","35","the",4,140,265,100,"ungram","pl","sg","3"
"167152","BAKER","f","4","35","coach",5,140,244,100,"ungram","pl","sg","3"
"167153","BAKER","f","4","35","like",6,140,252,100,"ungram","pl","sg","3"
"167154","BAKER","f","4","35","the",7,140,223,100,"ungram","pl","sg","3"
"167155","BAKER","f","4","35","best",8,140,230,100,"ungram","pl","sg","3"
"167156","BAKER","f","4","35","are",9,140,217,100,"ungram","pl","sg","3"
"167157","BAKER","f","4","35","the",10,140,241,100,"ungram","pl","sg","3"
"167158","BAKER","f","4","35","ones",11,140,231,100,"ungram","pl","sg","3"
"167159","BAKER","f","4","35","who",12,140,232,100,"ungram","pl","sg","3"
"167160","BAKER","f","4","35","always",13,140,232,100,"ungram","pl","sg","3"
"167161","BAKER","f","4","35","get",14,140,224,100,"ungram","pl","sg","3"
"167162","BAKER","f","4","35","to",15,140,213,100,"ungram","pl","sg","3"
"167163","BAKER","f","4","35","practice",16,140,256,100,"ungram","pl","sg","3"
"167164","BAKER","f","4","35","on",17,140,245,100,"ungram","pl","sg","3"
"167165","BAKER","f","4","35","time.",18,140,333,100,"ungram","pl","sg","3"
"167373","BAKER","d","18","35","The",1,154,281,100,"gram","sg","pl","3"
"167374","BAKER","d","18","35","tenant",2,154,265,100,"gram","sg","pl","3"
"167375","BAKER","d","18","35","who",3,154,253,100,"gram","sg","pl","3"
"167376","BAKER","d","18","35","the",4,154,264,100,"gram","sg","pl","3"
"167377","BAKER","d","18","35","landlords",5,154,244,100,"gram","sg","pl","3"
"167378","BAKER","d","18","35","strongly",6,154,285,100,"gram","sg","pl","3"
"167379","BAKER","d","18","35","disapprove",7,154,232,100,"gram","sg","pl","3"
"167380","BAKER","d","18","35","of",8,154,276,100,"gram","sg","pl","3"
"167381","BAKER","d","18","35","stays",9,154,238,100,"gram","sg","pl","3"
"167382","BAKER","d","18","35","out",10,154,265,100,"gram","sg","pl","3"
"167383","BAKER","d","18","35","late",11,154,292,100,"gram","sg","pl","3"
"167384","BAKER","d","18","35","on",12,154,264,100,"gram","sg","pl","3"
"167385","BAKER","d","18","35","weekends",13,154,264,100,"gram","sg","pl","3"
"167386","BAKER","d","18","35","and",14,154,252,100,"gram","sg","pl","3"
"167387","BAKER","d","18","35","never",15,154,248,100,"gram","sg","pl","3"
"167388","BAKER","d","18","35","mows",16,154,255,100,"gram","sg","pl","3"
"167389","BAKER","d","18","35","his",17,154,260,100,"gram","sg","pl","3"
"167390","BAKER","d","18","35","lawn.",18,154,545,100,"gram","sg","pl","3"
"167521","BAKER","e","3","35","The",1,162,252,100,"gram","pl","sg","3"
"167522","BAKER","e","3","35","volunteers",2,162,233,100,"gram","pl","sg","3"
"167523","BAKER","e","3","35","who",3,162,247,100,"gram","pl","sg","3"
"167524","BAKER","e","3","35","the",4,162,204,100,"gram","pl","sg","3"
"167525","BAKER","e","3","35","director",5,162,244,100,"gram","pl","sg","3"
"167526","BAKER","e","3","35","relies",6,162,227,100,"gram","pl","sg","3"
"167527","BAKER","e","3","35","on",7,162,212,100,"gram","pl","sg","3"
"167528","BAKER","e","3","35","completely",8,162,243,100,"gram","pl","sg","3"
"167529","BAKER","e","3","35","are",9,162,214,100,"gram","pl","sg","3"
"167530","BAKER","e","3","35","dedicated",10,162,268,100,"gram","pl","sg","3"
"167531","BAKER","e","3","35","to",11,162,275,100,"gram","pl","sg","3"
"167532","BAKER","e","3","35","their",12,162,233,100,"gram","pl","sg","3"
"167533","BAKER","e","3","35","work.",13,162,396,100,"gram","pl","sg","3"
"167677","BAKER","g","37","35","The",1,172,312,100,"ungram","pl","pl","3"
"167678","BAKER","g","37","35","surgeons",2,172,470,100,"ungram","pl","pl","3"
"167679","BAKER","g","37","35","who",3,172,248,100,"ungram","pl","pl","3"
"167680","BAKER","g","37","35","the",4,172,273,100,"ungram","pl","pl","3"
"167681","BAKER","g","37","35","nurses",5,172,229,100,"ungram","pl","pl","3"
"167682","BAKER","g","37","35","prefers",6,172,255,100,"ungram","pl","pl","3"
"167683","BAKER","g","37","35","to",7,172,236,100,"ungram","pl","pl","3"
"167684","BAKER","g","37","35","work",8,172,224,100,"ungram","pl","pl","3"
"167685","BAKER","g","37","35","with",9,172,228,100,"ungram","pl","pl","3"
"167686","BAKER","g","37","35","have",10,172,252,100,"ungram","pl","pl","3"
"167687","BAKER","g","37","35","impeccable",11,172,227,100,"ungram","pl","pl","3"
"167688","BAKER","g","37","35","records",12,172,271,100,"ungram","pl","pl","3"
"167689","BAKER","g","37","35","in",13,172,232,100,"ungram","pl","pl","3"
"167690","BAKER","g","37","35","the",14,172,232,100,"ungram","pl","pl","3"
"167691","BAKER","g","37","35","operating",15,172,224,100,"ungram","pl","pl","3"
"167692","BAKER","g","37","35","room.",16,172,296,100,"ungram","pl","pl","3"
"167767","BAKER","a","47","35","The",1,178,300,100,"gram","sg","sg","3"
"167768","BAKER","a","47","35","programmer",2,178,259,100,"gram","sg","sg","3"
"167769","BAKER","a","47","35","who",3,178,256,100,"gram","sg","sg","3"
"167770","BAKER","a","47","35","the",4,178,233,100,"gram","sg","sg","3"
"167771","BAKER","a","47","35","manager",5,178,249,100,"gram","sg","sg","3"
"167772","BAKER","a","47","35","oversees",6,178,224,100,"gram","sg","sg","3"
"167773","BAKER","a","47","35","at",7,178,260,100,"gram","sg","sg","3"
"167774","BAKER","a","47","35","the",8,178,253,100,"gram","sg","sg","3"
"167775","BAKER","a","47","35","software",9,178,214,100,"gram","sg","sg","3"
"167776","BAKER","a","47","35","firm",10,178,208,100,"gram","sg","sg","3"
"167777","BAKER","a","47","35","is",11,178,233,100,"gram","sg","sg","3"
"167778","BAKER","a","47","35","eccentric",12,178,245,100,"gram","sg","sg","3"
"167779","BAKER","a","47","35","and",13,178,224,100,"gram","sg","sg","3"
"167780","BAKER","a","47","35","difficult",14,178,245,100,"gram","sg","sg","3"
"167781","BAKER","a","47","35","to",15,178,254,100,"gram","sg","sg","3"
"167782","BAKER","a","47","35","control.",16,178,330,100,"gram","sg","sg","3"
"167834","BAKER","d","26","35","The",1,182,290,100,"gram","sg","pl","3"
"167835","BAKER","d","26","35","musician",2,182,276,100,"gram","sg","pl","3"
"167836","BAKER","d","26","35","who",3,182,256,100,"gram","sg","pl","3"
"167837","BAKER","d","26","35","the",4,182,249,100,"gram","sg","pl","3"
"167838","BAKER","d","26","35","reviewers",5,182,240,100,"gram","sg","pl","3"
"167839","BAKER","d","26","35","praise",6,182,248,100,"gram","sg","pl","3"
"167840","BAKER","d","26","35","so",7,182,240,100,"gram","sg","pl","3"
"167841","BAKER","d","26","35","highly",8,182,234,100,"gram","sg","pl","3"
"167842","BAKER","d","26","35","will",9,182,220,100,"gram","sg","pl","3"
"167843","BAKER","d","26","35","probably",10,182,200,100,"gram","sg","pl","3"
"167844","BAKER","d","26","35","win",11,182,248,100,"gram","sg","pl","3"
"167845","BAKER","d","26","35","a",12,182,257,100,"gram","sg","pl","3"
"167846","BAKER","d","26","35","Grammy.",13,182,316,100,"gram","sg","pl","3"
"167939","BAKER","f","36","35","The",1,188,269,100,"ungram","pl","sg","3"
"167940","BAKER","f","36","35","bricklayers",2,188,268,100,"ungram","pl","sg","3"
"167941","BAKER","f","36","35","who",3,188,276,100,"ungram","pl","sg","3"
"167942","BAKER","f","36","35","the",4,188,235,100,"ungram","pl","sg","3"
"167943","BAKER","f","36","35","contractor",5,188,232,100,"ungram","pl","sg","3"
"167944","BAKER","f","36","35","assign",6,188,243,100,"ungram","pl","sg","3"
"167945","BAKER","f","36","35","to",7,188,219,100,"ungram","pl","sg","3"
"167946","BAKER","f","36","35","important",8,188,237,100,"ungram","pl","sg","3"
"167947","BAKER","f","36","35","projects",9,188,270,100,"ungram","pl","sg","3"
"167948","BAKER","f","36","35","often",10,188,252,100,"ungram","pl","sg","3"
"167949","BAKER","f","36","35","don't",11,188,255,100,"ungram","pl","sg","3"
"167950","BAKER","f","36","35","show",12,188,254,100,"ungram","pl","sg","3"
"167951","BAKER","f","36","35","up",13,188,232,100,"ungram","pl","sg","3"
"167952","BAKER","f","36","35","on",14,188,221,100,"ungram","pl","sg","3"
"167953","BAKER","f","36","35","time.",15,188,279,100,"ungram","pl","sg","3"
"167976","BAKER","f","44","35","The",1,190,276,100,"ungram","pl","sg","3"
"167977","BAKER","f","44","35","goalies",2,190,238,100,"ungram","pl","sg","3"
"167978","BAKER","f","44","35","who",3,190,244,100,"ungram","pl","sg","3"
"167979","BAKER","f","44","35","the",4,190,216,100,"ungram","pl","sg","3"
"167980","BAKER","f","44","35","fan",5,190,217,100,"ungram","pl","sg","3"
"167981","BAKER","f","44","35","hold",6,190,248,100,"ungram","pl","sg","3"
"167982","BAKER","f","44","35","the",7,190,203,100,"ungram","pl","sg","3"
"167983","BAKER","f","44","35","greatest",8,190,221,100,"ungram","pl","sg","3"
"167984","BAKER","f","44","35","confidence",9,190,255,100,"ungram","pl","sg","3"
"167985","BAKER","f","44","35","in",10,190,221,100,"ungram","pl","sg","3"
"167986","BAKER","f","44","35","are",11,190,218,100,"ungram","pl","sg","3"
"167987","BAKER","f","44","35","reliably",12,190,218,100,"ungram","pl","sg","3"
"167988","BAKER","f","44","35","calm",13,190,259,100,"ungram","pl","sg","3"
"167989","BAKER","f","44","35","under",14,190,228,100,"ungram","pl","sg","3"
"167990","BAKER","f","44","35","pressure.",15,190,270,100,"ungram","pl","sg","3"
"168185","BAKER","f","20","35","The",1,202,257,100,"ungram","pl","sg","3"
"168186","BAKER","f","20","35","pilots",2,202,220,100,"ungram","pl","sg","3"
"168187","BAKER","f","20","35","who",3,202,253,100,"ungram","pl","sg","3"
"168188","BAKER","f","20","35","the",4,202,236,100,"ungram","pl","sg","3"
"168189","BAKER","f","20","35","smuggler",5,202,224,100,"ungram","pl","sg","3"
"168190","BAKER","f","20","35","employ",6,202,234,100,"ungram","pl","sg","3"
"168191","BAKER","f","20","35","in",7,202,268,100,"ungram","pl","sg","3"
"168192","BAKER","f","20","35","Brazil",8,202,218,100,"ungram","pl","sg","3"
"168193","BAKER","f","20","35","must",9,202,249,100,"ungram","pl","sg","3"
"168194","BAKER","f","20","35","be",10,202,231,100,"ungram","pl","sg","3"
"168195","BAKER","f","20","35","discreet",11,202,224,100,"ungram","pl","sg","3"
"168196","BAKER","f","20","35","and",12,202,209,100,"ungram","pl","sg","3"
"168197","BAKER","f","20","35","good",13,202,208,100,"ungram","pl","sg","3"
"168198","BAKER","f","20","35","at",14,202,205,100,"ungram","pl","sg","3"
"168199","BAKER","f","20","35","thinking",15,202,205,100,"ungram","pl","sg","3"
"168200","BAKER","f","20","35","fast.",16,202,260,100,"ungram","pl","sg","3"
"168216","BAKER","h","22","35","The",1,204,285,100,"gram","pl","pl","3"
"168217","BAKER","h","22","35","columnists",2,204,241,100,"gram","pl","pl","3"
"168218","BAKER","h","22","35","who",3,204,252,100,"gram","pl","pl","3"
"168219","BAKER","h","22","35","the",4,204,224,100,"gram","pl","pl","3"
"168220","BAKER","h","22","35","readers",5,204,220,100,"gram","pl","pl","3"
"168221","BAKER","h","22","35","complain",6,204,236,100,"gram","pl","pl","3"
"168222","BAKER","h","22","35","about",7,204,231,100,"gram","pl","pl","3"
"168223","BAKER","h","22","35","frequently",8,204,231,100,"gram","pl","pl","3"
"168224","BAKER","h","22","35","give",9,204,211,100,"gram","pl","pl","3"
