"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","number"
"38225","KERNELS","c","11","17","The",1,112,210,100,"ungram","pl"
"38226","KERNELS","c","11","17","young",2,112,315,100,"ungram","pl"
"38227","KERNELS","c","11","17","traitors",3,112,265,100,"ungram","pl"
"38228","KERNELS","c","11","17","regrettably",4,112,216,100,"ungram","pl"
"38229","KERNELS","c","11","17","was",5,112,765,100,"ungram","pl"
"38230","KERNELS","c","11","17","passing",6,112,228,100,"ungram","pl"
"38231","KERNELS","c","11","17","information",7,112,236,100,"ungram","pl"
"38232","KERNELS","c","11","17","to",8,112,354,100,"ungram","pl"
"38233","KERNELS","c","11","17","the",9,112,244,100,"ungram","pl"
"38234","KERNELS","c","11","17","enemy",10,112,209,100,"ungram","pl"
"38235","KERNELS","c","11","17","through",11,112,236,100,"ungram","pl"
"38236","KERNELS","c","11","17","various",12,112,195,100,"ungram","pl"
"38237","KERNELS","c","11","17","secret",13,112,255,100,"ungram","pl"
"38238","KERNELS","c","11","17","methods,",14,112,268,100,"ungram","pl"
"38239","KERNELS","c","11","17","like",15,112,236,100,"ungram","pl"
"38240","KERNELS","c","11","17","hiding",16,112,266,100,"ungram","pl"
"38241","KERNELS","c","11","17","notes",17,112,203,100,"ungram","pl"
"38242","KERNELS","c","11","17","in",18,112,220,100,"ungram","pl"
"38243","KERNELS","c","11","17","the",19,112,247,100,"ungram","pl"
"38244","KERNELS","c","11","17","dirty",20,112,201,100,"ungram","pl"
"38245","KERNELS","c","11","17","laundry.",21,112,444,100,"ungram","pl"
"38479","KERNELS","a","4","18","The",1,11,626,100,"gram","sg"
"38480","KERNELS","a","4","18","red",2,11,373,100,"gram","sg"
"38481","KERNELS","a","4","18","label",3,11,598,100,"gram","sg"
"38482","KERNELS","a","4","18","probably",4,11,673,100,"gram","sg"
"38483","KERNELS","a","4","18","was",5,11,522,100,"gram","sg"
"38484","KERNELS","a","4","18","meant",6,11,372,100,"gram","sg"
"38485","KERNELS","a","4","18","to",7,11,476,100,"gram","sg"
"38486","KERNELS","a","4","18","serve",8,11,370,100,"gram","sg"
"38487","KERNELS","a","4","18","as",9,11,332,100,"gram","sg"
"38488","KERNELS","a","4","18","a",10,11,313,100,"gram","sg"
"38489","KERNELS","a","4","18","warning",11,11,369,100,"gram","sg"
"38490","KERNELS","a","4","18","about",12,11,356,100,"gram","sg"
"38491","KERNELS","a","4","18","the",13,11,366,100,"gram","sg"
"38492","KERNELS","a","4","18","hazardous",14,11,426,100,"gram","sg"
"38493","KERNELS","a","4","18","chemicals",15,11,335,100,"gram","sg"
"38494","KERNELS","a","4","18","that",16,11,386,100,"gram","sg"
"38495","KERNELS","a","4","18","were",17,11,406,100,"gram","sg"
"38496","KERNELS","a","4","18","being",18,11,390,100,"gram","sg"
"38497","KERNELS","a","4","18","stored",19,11,360,100,"gram","sg"
"38498","KERNELS","a","4","18","inside",20,11,405,100,"gram","sg"
"38499","KERNELS","a","4","18","the",21,11,319,100,"gram","sg"
"38500","KERNELS","a","4","18","vault.",22,11,629,100,"gram","sg"
"38596","KERNELS","c","2","18","The",1,17,366,100,"ungram","pl"
"38597","KERNELS","c","2","18","wedding",2,17,579,100,"ungram","pl"
"38598","KERNELS","c","2","18","pictures",3,17,654,100,"ungram","pl"
"38599","KERNELS","c","2","18","definitely",4,17,279,100,"ungram","pl"
"38600","KERNELS","c","2","18","was",5,17,901,100,"ungram","pl"
"38601","KERNELS","c","2","18","taken",6,17,590,100,"ungram","pl"
"38602","KERNELS","c","2","18","at",7,17,436,100,"ungram","pl"
"38603","KERNELS","c","2","18","a",8,17,243,100,"ungram","pl"
"38604","KERNELS","c","2","18","village",9,17,398,100,"ungram","pl"
"38605","KERNELS","c","2","18","church",10,17,265,100,"ungram","pl"
"38606","KERNELS","c","2","18","in",11,17,283,100,"ungram","pl"
"38607","KERNELS","c","2","18","the",12,17,307,100,"ungram","pl"
"38608","KERNELS","c","2","18","south",13,17,1254,100,"ungram","pl"
"38609","KERNELS","c","2","18","of",14,17,335,100,"ungram","pl"
"38610","KERNELS","c","2","18","France,",15,17,343,100,"ungram","pl"
"38611","KERNELS","c","2","18","and",16,17,411,100,"ungram","pl"
"38612","KERNELS","c","2","18","there",17,17,199,100,"ungram","pl"
"38613","KERNELS","c","2","18","seemed",18,17,159,100,"ungram","pl"
"38614","KERNELS","c","2","18","to",19,17,591,100,"ungram","pl"
"38615","KERNELS","c","2","18","be",20,17,221,100,"ungram","pl"
"38616","KERNELS","c","2","18","herds",21,17,272,100,"ungram","pl"
"38617","KERNELS","c","2","18","of",22,17,807,100,"ungram","pl"
"38618","KERNELS","c","2","18","sheep",23,17,339,100,"ungram","pl"
"38619","KERNELS","c","2","18","in",24,17,308,100,"ungram","pl"
"38620","KERNELS","c","2","18","the",25,17,349,100,"ungram","pl"
"38621","KERNELS","c","2","18","background.",26,17,538,100,"ungram","pl"
"38732","KERNELS","d","11","18","The",1,24,336,100,"gram","pl"
"38733","KERNELS","d","11","18","young",2,24,332,100,"gram","pl"
"38734","KERNELS","d","11","18","traitors",3,24,281,100,"gram","pl"
"38735","KERNELS","d","11","18","regrettably",4,24,530,100,"gram","pl"
"38736","KERNELS","d","11","18","were",5,24,264,100,"gram","pl"
"38737","KERNELS","d","11","18","passing",6,24,446,100,"gram","pl"
"38738","KERNELS","d","11","18","information",7,24,440,100,"gram","pl"
"38739","KERNELS","d","11","18","to",8,24,413,100,"gram","pl"
"38740","KERNELS","d","11","18","the",9,24,294,100,"gram","pl"
"38741","KERNELS","d","11","18","enemy",10,24,390,100,"gram","pl"
"38742","KERNELS","d","11","18","through",11,24,381,100,"gram","pl"
"38743","KERNELS","d","11","18","various",12,24,357,100,"gram","pl"
"38744","KERNELS","d","11","18","secret",13,24,368,100,"gram","pl"
"38745","KERNELS","d","11","18","methods,",14,24,610,100,"gram","pl"
"38746","KERNELS","d","11","18","like",15,24,301,100,"gram","pl"
"38747","KERNELS","d","11","18","hiding",16,24,348,100,"gram","pl"
"38748","KERNELS","d","11","18","notes",17,24,288,100,"gram","pl"
"38749","KERNELS","d","11","18","in",18,24,422,100,"gram","pl"
"38750","KERNELS","d","11","18","the",19,24,335,100,"gram","pl"
"38751","KERNELS","d","11","18","dirty",20,24,223,100,"gram","pl"
"38752","KERNELS","d","11","18","laundry.",21,24,1509,100,"gram","pl"
"38792","KERNELS","a","12","18","The",1,27,382,0,"gram","sg"
"38793","KERNELS","a","12","18","logical",2,27,237,0,"gram","sg"
"38794","KERNELS","a","12","18","flaw",3,27,373,0,"gram","sg"
"38795","KERNELS","a","12","18","usually",4,27,275,0,"gram","sg"
"38796","KERNELS","a","12","18","was",5,27,286,0,"gram","sg"
"38797","KERNELS","a","12","18","clear",6,27,293,0,"gram","sg"
"38798","KERNELS","a","12","18","to",7,27,280,0,"gram","sg"
"38799","KERNELS","a","12","18","everyone",8,27,272,0,"gram","sg"
"38800","KERNELS","a","12","18","who",9,27,277,0,"gram","sg"
"38801","KERNELS","a","12","18","heard",10,27,297,0,"gram","sg"
"38802","KERNELS","a","12","18","the",11,27,215,0,"gram","sg"
"38803","KERNELS","a","12","18","theory,",12,27,641,0,"gram","sg"
"38804","KERNELS","a","12","18","but",13,27,256,0,"gram","sg"
"38805","KERNELS","a","12","18","the",14,27,233,0,"gram","sg"
"38806","KERNELS","a","12","18","younger",15,27,324,0,"gram","sg"
"38807","KERNELS","a","12","18","students",16,27,368,0,"gram","sg"
"38808","KERNELS","a","12","18","had",17,27,215,0,"gram","sg"
"38809","KERNELS","a","12","18","a",18,27,370,0,"gram","sg"
"38810","KERNELS","a","12","18","misguided",19,27,447,0,"gram","sg"
"38811","KERNELS","a","12","18","faith",20,27,248,0,"gram","sg"
"38812","KERNELS","a","12","18","in",21,27,429,0,"gram","sg"
"38813","KERNELS","a","12","18","their",22,27,290,0,"gram","sg"
"38814","KERNELS","a","12","18","professor.",23,27,412,0,"gram","sg"
"38853","KERNELS","d","23","18","The",1,30,261,100,"gram","pl"
"38854","KERNELS","d","23","18","recent",2,30,558,100,"gram","pl"
"38855","KERNELS","d","23","18","messages",3,30,400,100,"gram","pl"
"38856","KERNELS","d","23","18","unfortunately",4,30,484,100,"gram","pl"
"38857","KERNELS","d","23","18","were",5,30,776,100,"gram","pl"
"38858","KERNELS","d","23","18","about",6,30,339,100,"gram","pl"
"38859","KERNELS","d","23","18","several",7,30,264,100,"gram","pl"
"38860","KERNELS","d","23","18","serious",8,30,365,100,"gram","pl"
"38861","KERNELS","d","23","18","crimes",9,30,524,100,"gram","pl"
"38862","KERNELS","d","23","18","whose",10,30,521,100,"gram","pl"
"38863","KERNELS","d","23","18","perpetrators",11,30,207,100,"gram","pl"
"38864","KERNELS","d","23","18","had",12,30,910,100,"gram","pl"
"38865","KERNELS","d","23","18","not",13,30,1274,100,"gram","pl"
"38866","KERNELS","d","23","18","been",14,30,261,100,"gram","pl"
"38867","KERNELS","d","23","18","apprehended.",15,30,905,100,"gram","pl"
"38908","KERNELS","b","17","18","The",1,33,293,0,"ungram","sg"
"38909","KERNELS","b","17","18","important",2,33,627,0,"ungram","sg"
"38910","KERNELS","b","17","18","letter",3,33,236,0,"ungram","sg"
"38911","KERNELS","b","17","18","allegedly",4,33,325,0,"ungram","sg"
"38912","KERNELS","b","17","18","were",5,33,524,0,"ungram","sg"
"38913","KERNELS","b","17","18","received",6,33,934,0,"ungram","sg"
"38914","KERNELS","b","17","18","in",7,33,349,0,"ungram","sg"
"38915","KERNELS","b","17","18","San",8,33,645,0,"ungram","sg"
"38916","KERNELS","b","17","18","Francisco",9,33,364,0,"ungram","sg"
"38917","KERNELS","b","17","18","in",10,33,392,0,"ungram","sg"
"38918","KERNELS","b","17","18","late",11,33,435,0,"ungram","sg"
"38919","KERNELS","b","17","18","March,",12,33,390,0,"ungram","sg"
"38920","KERNELS","b","17","18","but",13,33,388,0,"ungram","sg"
"38921","KERNELS","b","17","18","the",14,33,336,0,"ungram","sg"
"38922","KERNELS","b","17","18","prosecutor",15,33,281,0,"ungram","sg"
"38923","KERNELS","b","17","18","argued",16,33,444,0,"ungram","sg"
"38924","KERNELS","b","17","18","that",17,33,396,0,"ungram","sg"
"38925","KERNELS","b","17","18","it",18,33,281,0,"ungram","sg"
"38926","KERNELS","b","17","18","arrived",19,33,393,0,"ungram","sg"
"38927","KERNELS","b","17","18","three",20,33,585,0,"ungram","sg"
"38928","KERNELS","b","17","18","weeks",21,33,414,0,"ungram","sg"
"38929","KERNELS","b","17","18","earlier.",22,33,706,0,"ungram","sg"
"39031","KERNELS","b","13","18","The",1,39,305,100,"ungram","sg"
"39032","KERNELS","b","13","18","back",2,39,326,100,"ungram","sg"
"39033","KERNELS","b","13","18","door",3,39,340,100,"ungram","sg"
"39034","KERNELS","b","13","18","accidentally",4,39,333,100,"ungram","sg"
"39035","KERNELS","b","13","18","were",5,39,445,100,"ungram","sg"
"39036","KERNELS","b","13","18","left",6,39,697,100,"ungram","sg"
"39037","KERNELS","b","13","18","unlocked",7,39,586,100,"ungram","sg"
"39038","KERNELS","b","13","18","by",8,39,595,100,"ungram","sg"
"39039","KERNELS","b","13","18","the",9,39,482,100,"ungram","sg"
"39040","KERNELS","b","13","18","cleaning",10,39,649,100,"ungram","sg"
"39041","KERNELS","b","13","18","service,",11,39,326,100,"ungram","sg"
"39042","KERNELS","b","13","18","and",12,39,373,100,"ungram","sg"
"39043","KERNELS","b","13","18","all",13,39,310,100,"ungram","sg"
"39044","KERNELS","b","13","18","of",14,39,289,100,"ungram","sg"
"39045","KERNELS","b","13","18","the",15,39,239,100,"ungram","sg"
"39046","KERNELS","b","13","18","expensive",16,39,297,100,"ungram","sg"
"39047","KERNELS","b","13","18","equipment",17,39,513,100,"ungram","sg"
"39048","KERNELS","b","13","18","went",18,39,327,100,"ungram","sg"
"39049","KERNELS","b","13","18","missing.",19,39,593,100,"ungram","sg"
"39114","KERNELS","c","6","18","The",1,43,278,100,"ungram","pl"
"39115","KERNELS","c","6","18","product",2,43,233,100,"ungram","pl"
"39116","KERNELS","c","6","18","names",3,43,282,100,"ungram","pl"
"39117","KERNELS","c","6","18","probably",4,43,387,100,"ungram","pl"
"39118","KERNELS","c","6","18","was",5,43,316,100,"ungram","pl"
"39119","KERNELS","c","6","18","tested",6,43,335,100,"ungram","pl"
"39120","KERNELS","c","6","18","on",7,43,361,100,"ungram","pl"
"39121","KERNELS","c","6","18","a",8,43,293,100,"ungram","pl"
"39122","KERNELS","c","6","18","number",9,43,261,100,"ungram","pl"
"39123","KERNELS","c","6","18","of",10,43,257,100,"ungram","pl"
"39124","KERNELS","c","6","18","focus",11,43,365,100,"ungram","pl"
"39125","KERNELS","c","6","18","groups",12,43,306,100,"ungram","pl"
"39126","KERNELS","c","6","18","before",13,43,286,100,"ungram","pl"
"39127","KERNELS","c","6","18","being",14,43,209,100,"ungram","pl"
"39128","KERNELS","c","6","18","selected",15,43,341,100,"ungram","pl"
"39129","KERNELS","c","6","18","by",16,43,277,100,"ungram","pl"
"39130","KERNELS","c","6","18","the",17,43,294,100,"ungram","pl"
"39131","KERNELS","c","6","18","prominent",18,43,298,100,"ungram","pl"
"39132","KERNELS","c","6","18","advertising",19,43,360,100,"ungram","pl"
"39133","KERNELS","c","6","18","firm.",20,43,698,100,"ungram","pl"
"39171","KERNELS","b","9","18","The",1,46,333,100,"ungram","sg"
"39172","KERNELS","b","9","18","erroneous",2,46,309,100,"ungram","sg"
"39173","KERNELS","b","9","18","citation",3,46,385,100,"ungram","sg"
"39174","KERNELS","b","9","18","unfortunately",4,46,362,100,"ungram","sg"
"39175","KERNELS","b","9","18","were",5,46,755,100,"ungram","sg"
"39176","KERNELS","b","9","18","responsible",6,46,312,100,"ungram","sg"
"39177","KERNELS","b","9","18","for",7,46,448,100,"ungram","sg"
"39178","KERNELS","b","9","18","many",8,46,392,100,"ungram","sg"
"39179","KERNELS","b","9","18","wasted",9,46,360,100,"ungram","sg"
"39180","KERNELS","b","9","18","hours",10,46,386,100,"ungram","sg"
"39181","KERNELS","b","9","18","in",11,46,386,100,"ungram","sg"
"39182","KERNELS","b","9","18","the",12,46,373,100,"ungram","sg"
"39183","KERNELS","b","9","18","library,",13,46,265,100,"ungram","sg"
"39184","KERNELS","b","9","18","but",14,46,418,100,"ungram","sg"
"39185","KERNELS","b","9","18","the",15,46,298,100,"ungram","sg"
"39186","KERNELS","b","9","18","research",16,46,291,100,"ungram","sg"
"39187","KERNELS","b","9","18","assistant",17,46,397,100,"ungram","sg"
"39188","KERNELS","b","9","18","eventually",18,46,557,100,"ungram","sg"
"39189","KERNELS","b","9","18","realized",19,46,443,100,"ungram","sg"
"39190","KERNELS","b","9","18","the",20,46,327,100,"ungram","sg"
"39191","KERNELS","b","9","18","error.",21,46,411,100,"ungram","sg"
"39233","KERNELS","c","10","18","The",1,49,244,100,"ungram","pl"
"39234","KERNELS","c","10","18","enormous",2,49,253,100,"ungram","pl"
"39235","KERNELS","c","10","18","advertisements",3,49,458,100,"ungram","pl"
"39236","KERNELS","c","10","18","typically",4,49,283,100,"ungram","pl"
"39237","KERNELS","c","10","18","was",5,49,320,100,"ungram","pl"
"39238","KERNELS","c","10","18","visible",6,49,496,100,"ungram","pl"
"39239","KERNELS","c","10","18","from",7,49,264,100,"ungram","pl"
"39240","KERNELS","c","10","18","almost",8,49,366,100,"ungram","pl"
"39241","KERNELS","c","10","18","a",9,49,389,100,"ungram","pl"
"39242","KERNELS","c","10","18","mile",10,49,662,100,"ungram","pl"
"39243","KERNELS","c","10","18","away,",11,49,296,100,"ungram","pl"
"39244","KERNELS","c","10","18","but",12,49,305,100,"ungram","pl"
"39245","KERNELS","c","10","18","when",13,49,299,100,"ungram","pl"
"39246","KERNELS","c","10","18","it",14,49,280,100,"ungram","pl"
"39247","KERNELS","c","10","18","was",15,49,392,100,"ungram","pl"
"39248","KERNELS","c","10","18","raining",16,49,919,100,"ungram","pl"
"39249","KERNELS","c","10","18","they",17,49,587,100,"ungram","pl"
"39250","KERNELS","c","10","18","were",18,49,227,100,"ungram","pl"
"39251","KERNELS","c","10","18","harder",19,49,310,100,"ungram","pl"
"39252","KERNELS","c","10","18","to",20,49,356,100,"ungram","pl"
"39253","KERNELS","c","10","18","see.",21,49,343,100,"ungram","pl"
"39272","KERNELS","a","20","18","The",1,51,268,100,"gram","sg"
"39273","KERNELS","a","20","18","small",2,51,469,100,"gram","sg"
"39274","KERNELS","a","20","18","bridge",3,51,328,100,"gram","sg"
"39275","KERNELS","a","20","18","apparently",4,51,459,100,"gram","sg"
"39276","KERNELS","a","20","18","was",5,51,367,100,"gram","sg"
"39277","KERNELS","a","20","18","about",6,51,259,100,"gram","sg"
"39278","KERNELS","a","20","18","half",7,51,329,100,"gram","sg"
"39279","KERNELS","a","20","18","an",8,51,304,100,"gram","sg"
"39280","KERNELS","a","20","18","hour",9,51,220,100,"gram","sg"
"39281","KERNELS","a","20","18","off",10,51,334,100,"gram","sg"
"39282","KERNELS","a","20","18","the",11,51,285,100,"gram","sg"
"39283","KERNELS","a","20","18","main",12,51,286,100,"gram","sg"
"39284","KERNELS","a","20","18","highway,",13,51,297,100,"gram","sg"
"39285","KERNELS","a","20","18","but",14,51,285,100,"gram","sg"
"39286","KERNELS","a","20","18","it",15,51,293,100,"gram","sg"
"39287","KERNELS","a","20","18","was",16,51,289,100,"gram","sg"
"39288","KERNELS","a","20","18","the",17,51,337,100,"gram","sg"
"39289","KERNELS","a","20","18","only",18,51,330,100,"gram","sg"
"39290","KERNELS","a","20","18","way",19,51,309,100,"gram","sg"
"39291","KERNELS","a","20","18","to",20,51,296,100,"gram","sg"
"39292","KERNELS","a","20","18","cross",21,51,307,100,"gram","sg"
"39293","KERNELS","a","20","18","the",22,51,274,100,"gram","sg"
"39294","KERNELS","a","20","18","river.",23,51,356,100,"gram","sg"
"39375","KERNELS","a","8","18","The",1,56,341,0,"gram","sg"
"39376","KERNELS","a","8","18","major",2,56,452,0,"gram","sg"
"39377","KERNELS","a","8","18","defect",3,56,260,0,"gram","sg"
"39378","KERNELS","a","8","18","likely",4,56,305,0,"gram","sg"
"39379","KERNELS","a","8","18","was",5,56,336,0,"gram","sg"
"39380","KERNELS","a","8","18","unknown",6,56,320,0,"gram","sg"
"39381","KERNELS","a","8","18","to",7,56,345,0,"gram","sg"
"39382","KERNELS","a","8","18","consumers",8,56,287,0,"gram","sg"
"39383","KERNELS","a","8","18","and",9,56,329,0,"gram","sg"
"39384","KERNELS","a","8","18","government",10,56,293,0,"gram","sg"
"39385","KERNELS","a","8","18","regulators,",11,56,445,0,"gram","sg"
"39386","KERNELS","a","8","18","although",12,56,433,0,"gram","sg"
"39387","KERNELS","a","8","18","the",13,56,281,0,"gram","sg"
"39388","KERNELS","a","8","18","company",14,56,286,0,"gram","sg"
"39389","KERNELS","a","8","18","executives",15,56,337,0,"gram","sg"
"39390","KERNELS","a","8","18","had",16,56,290,0,"gram","sg"
"39391","KERNELS","a","8","18","been",17,56,407,0,"gram","sg"
"39392","KERNELS","a","8","18","aware",18,56,329,0,"gram","sg"
"39393","KERNELS","a","8","18","for",19,56,321,0,"gram","sg"
"39394","KERNELS","a","8","18","years.",20,56,459,0,"gram","sg"
"39416","KERNELS","c","22","18","The",1,58,277,100,"ungram","pl"
"39417","KERNELS","c","22","18","winding",2,58,285,100,"ungram","pl"
"39418","KERNELS","c","22","18","paths",3,58,417,100,"ungram","pl"
"39419","KERNELS","c","22","18","happily",4,58,268,100,"ungram","pl"
"39420","KERNELS","c","22","18","was",5,58,256,100,"ungram","pl"
"39421","KERNELS","c","22","18","lined",6,58,1078,100,"ungram","pl"
"39422","KERNELS","c","22","18","with",7,58,427,100,"ungram","pl"
"39423","KERNELS","c","22","18","lovely",8,58,230,100,"ungram","pl"
"39424","KERNELS","c","22","18","trees",9,58,976,100,"ungram","pl"
"39425","KERNELS","c","22","18","and",10,58,272,100,"ungram","pl"
"39426","KERNELS","c","22","18","flowers,",11,58,253,100,"ungram","pl"
"39427","KERNELS","c","22","18","which",12,58,302,100,"ungram","pl"
"39428","KERNELS","c","22","18","were",13,58,306,100,"ungram","pl"
"39429","KERNELS","c","22","18","cared",14,58,314,100,"ungram","pl"
"39430","KERNELS","c","22","18","for",15,58,430,100,"ungram","pl"
"39431","KERNELS","c","22","18","by",16,58,320,100,"ungram","pl"
"39432","KERNELS","c","22","18","well-trained",17,58,1466,100,"ungram","pl"
"39433","KERNELS","c","22","18","gardeners.",18,58,665,100,"ungram","pl"
"39533","KERNELS","c","14","18","The",1,64,385,100,"ungram","pl"
"39534","KERNELS","c","14","18","urgent",2,64,446,100,"ungram","pl"
"39535","KERNELS","c","14","18","memos",3,64,549,100,"ungram","pl"
"39536","KERNELS","c","14","18","unfortunately",4,64,478,100,"ungram","pl"
"39537","KERNELS","c","14","18","was",5,64,314,100,"ungram","pl"
"39538","KERNELS","c","14","18","about",6,64,507,100,"ungram","pl"
"39539","KERNELS","c","14","18","the",7,64,306,100,"ungram","pl"
"39540","KERNELS","c","14","18","delinquent",8,64,749,100,"ungram","pl"
"39541","KERNELS","c","14","18","tax",9,64,550,100,"ungram","pl"
"39542","KERNELS","c","14","18","return,",10,64,394,100,"ungram","pl"
"39543","KERNELS","c","14","18","which",11,64,345,100,"ungram","pl"
"39544","KERNELS","c","14","18","would",12,64,384,100,"ungram","pl"
"39545","KERNELS","c","14","18","soon",13,64,599,100,"ungram","pl"
"39546","KERNELS","c","14","18","be",14,64,390,100,"ungram","pl"
"39547","KERNELS","c","14","18","investigated",15,64,489,100,"ungram","pl"
"39548","KERNELS","c","14","18","by",16,64,602,100,"ungram","pl"
"39549","KERNELS","c","14","18","the",17,64,345,100,"ungram","pl"
"39550","KERNELS","c","14","18","IRS.",18,64,597,100,"ungram","pl"
"39592","KERNELS","b","1","18","The",1,67,378,100,"ungram","sg"
"39593","KERNELS","b","1","18","new",2,67,454,100,"ungram","sg"
"39594","KERNELS","b","1","18","slogan",3,67,334,100,"ungram","sg"
"39595","KERNELS","b","1","18","unsurprisingly",4,67,325,100,"ungram","sg"
"39596","KERNELS","b","1","18","were",5,67,774,100,"ungram","sg"
"39597","KERNELS","b","1","18","designed",6,67,1001,100,"ungram","sg"
"39598","KERNELS","b","1","18","to",7,67,512,100,"ungram","sg"
"39599","KERNELS","b","1","18","get",8,67,356,100,"ungram","sg"
"39600","KERNELS","b","1","18","attention",9,67,370,100,"ungram","sg"
"39601","KERNELS","b","1","18","for",10,67,465,100,"ungram","sg"
"39602","KERNELS","b","1","18","the",11,67,587,100,"ungram","sg"
"39603","KERNELS","b","1","18","company's",12,67,325,100,"ungram","sg"
"39604","KERNELS","b","1","18","signature",13,67,195,100,"ungram","sg"
"39605","KERNELS","b","1","18","designer",14,67,349,100,"ungram","sg"
"39606","KERNELS","b","1","18","bath",15,67,335,100,"ungram","sg"
"39607","KERNELS","b","1","18","products.",16,67,359,100,"ungram","sg"
"39627","KERNELS","d","19","18","The",1,69,326,100,"gram","pl"
"39628","KERNELS","d","19","18","sudden",2,69,424,100,"gram","pl"
"39629","KERNELS","d","19","18","warnings",3,69,201,100,"gram","pl"
"39630","KERNELS","d","19","18","unsurprisingly",4,69,459,100,"gram","pl"
"39631","KERNELS","d","19","18","were",5,69,360,100,"gram","pl"
"39632","KERNELS","d","19","18","a",6,69,248,100,"gram","pl"
"39633","KERNELS","d","19","18","major",7,69,659,100,"gram","pl"
"39634","KERNELS","d","19","18","shock",8,69,236,100,"gram","pl"
"39635","KERNELS","d","19","18","to",9,69,217,100,"gram","pl"
"39636","KERNELS","d","19","18","the",10,69,224,100,"gram","pl"
"39637","KERNELS","d","19","18","residents,",11,69,427,100,"gram","pl"
"39638","KERNELS","d","19","18","because",12,69,268,100,"gram","pl"
"39639","KERNELS","d","19","18","they",13,69,225,100,"gram","pl"
"39640","KERNELS","d","19","18","were",14,69,205,100,"gram","pl"
"39641","KERNELS","d","19","18","always",15,69,228,100,"gram","pl"
"39642","KERNELS","d","19","18","told",16,69,673,100,"gram","pl"
"39643","KERNELS","d","19","18","their",17,69,243,100,"gram","pl"
"39644","KERNELS","d","19","18","city",18,69,253,100,"gram","pl"
"39645","KERNELS","d","19","18","was",19,69,300,100,"gram","pl"
"39646","KERNELS","d","19","18","one",20,69,228,100,"gram","pl"
"39647","KERNELS","d","19","18","of",21,69,228,100,"gram","pl"
"39648","KERNELS","d","19","18","the",22,69,224,100,"gram","pl"
"39649","KERNELS","d","19","18","world's",23,69,409,100,"gram","pl"
"39650","KERNELS","d","19","18","safest.",24,69,461,100,"gram","pl"
"39687","KERNELS","a","16","18","The",1,72,646,100,"gram","sg"
"39688","KERNELS","a","16","18","old",2,72,376,100,"gram","sg"
"39689","KERNELS","a","16","18","key",3,72,383,100,"gram","sg"
"39690","KERNELS","a","16","18","unsurprisingly",4,72,426,100,"gram","sg"
"39691","KERNELS","a","16","18","was",5,72,508,100,"gram","sg"
"39692","KERNELS","a","16","18","rusty",6,72,548,100,"gram","sg"
"39693","KERNELS","a","16","18","from",7,72,362,100,"gram","sg"
"39694","KERNELS","a","16","18","many",8,72,397,100,"gram","sg"
"39695","KERNELS","a","16","18","years",9,72,379,100,"gram","sg"
"39696","KERNELS","a","16","18","of",10,72,325,100,"gram","sg"
"39697","KERNELS","a","16","18","disuse,",11,72,325,100,"gram","sg"
"39698","KERNELS","a","16","18","but",12,72,390,100,"gram","sg"
"39699","KERNELS","a","16","18","it",13,72,346,100,"gram","sg"
"39700","KERNELS","a","16","18","would",14,72,448,100,"gram","sg"
"39701","KERNELS","a","16","18","still",15,72,335,100,"gram","sg"
"39702","KERNELS","a","16","18","open",16,72,346,100,"gram","sg"
"39703","KERNELS","a","16","18","the",17,72,369,100,"gram","sg"
"39704","KERNELS","a","16","18","door",18,72,822,100,"gram","sg"
"39705","KERNELS","a","16","18","to",19,72,324,100,"gram","sg"
"39706","KERNELS","a","16","18","the",20,72,347,100,"gram","sg"
"39707","KERNELS","a","16","18","attic.",21,72,735,100,"gram","sg"
"39728","KERNELS","a","24","18","The",1,74,252,100,"gram","sg"
"39729","KERNELS","a","24","18","massive",2,74,547,100,"gram","sg"
"39730","KERNELS","a","24","18","gate",3,74,249,100,"gram","sg"
"39731","KERNELS","a","24","18","evidently",4,74,256,100,"gram","sg"
"39732","KERNELS","a","24","18","was",5,74,329,100,"gram","sg"
"39733","KERNELS","a","24","18","falling",6,74,321,100,"gram","sg"
"39734","KERNELS","a","24","18","down",7,74,496,100,"gram","sg"
"39735","KERNELS","a","24","18","due",8,74,236,100,"gram","sg"
"39736","KERNELS","a","24","18","to",9,74,261,100,"gram","sg"
"39737","KERNELS","a","24","18","disrepair,",10,74,502,100,"gram","sg"
"39738","KERNELS","a","24","18","and",11,74,226,100,"gram","sg"
"39739","KERNELS","a","24","18","the",12,74,265,100,"gram","sg"
"39740","KERNELS","a","24","18","historical",13,74,272,100,"gram","sg"
"39741","KERNELS","a","24","18","society",14,74,523,100,"gram","sg"
"39742","KERNELS","a","24","18","didn't",15,74,294,100,"gram","sg"
"39743","KERNELS","a","24","18","think",16,74,280,100,"gram","sg"
"39744","KERNELS","a","24","18","it",17,74,265,100,"gram","sg"
"39745","KERNELS","a","24","18","could",18,74,282,100,"gram","sg"
"39746","KERNELS","a","24","18","be",19,74,301,100,"gram","sg"
"39747","KERNELS","a","24","18","saved.",20,74,432,100,"gram","sg"
"39813","KERNELS","c","18","18","The",1,78,224,100,"ungram","pl"
"39814","KERNELS","c","18","18","beautiful",2,78,287,100,"ungram","pl"
"39815","KERNELS","c","18","18","entrances",3,78,249,100,"ungram","pl"
"39816","KERNELS","c","18","18","evidently",4,78,325,100,"ungram","pl"
