"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","rchead","gramm"
"70666","BAKEROBJ","h","42","19","teachers.",15,185,192,100,"pl","ungram"
"70689","BAKEROBJ","d","24","19","The",1,187,214,0,"sg","ungram"
"70690","BAKEROBJ","d","24","19","accountant",2,187,213,0,"sg","ungram"
"70691","BAKEROBJ","d","24","19","who",3,187,265,0,"sg","ungram"
"70692","BAKEROBJ","d","24","19","the",4,187,273,0,"sg","ungram"
"70693","BAKEROBJ","d","24","19","administrator",5,187,244,0,"sg","ungram"
"70694","BAKEROBJ","d","24","19","depend",6,187,235,0,"sg","ungram"
"70695","BAKEROBJ","d","24","19","on",7,187,241,0,"sg","ungram"
"70696","BAKEROBJ","d","24","19","to",8,187,244,0,"sg","ungram"
"70697","BAKEROBJ","d","24","19","balance",9,187,230,0,"sg","ungram"
"70698","BAKEROBJ","d","24","19","the",10,187,244,0,"sg","ungram"
"70699","BAKEROBJ","d","24","19","books",11,187,222,0,"sg","ungram"
"70700","BAKEROBJ","d","24","19","is",12,187,219,0,"sg","ungram"
"70701","BAKEROBJ","d","24","19","very",13,187,228,0,"sg","ungram"
"70702","BAKEROBJ","d","24","19","well",14,187,217,0,"sg","ungram"
"70703","BAKEROBJ","d","24","19","paid.",15,187,192,0,"sg","ungram"
"70781","BAKEROBJ","c","39","19","The",1,193,176,100,"sg","gramm"
"70782","BAKEROBJ","c","39","19","bricklayer",2,193,154,100,"sg","gramm"
"70783","BAKEROBJ","c","39","19","who",3,193,176,100,"sg","gramm"
"70784","BAKEROBJ","c","39","19","the",4,193,171,100,"sg","gramm"
"70785","BAKEROBJ","c","39","19","contractor",5,193,184,100,"sg","gramm"
"70786","BAKEROBJ","c","39","19","assigns",6,193,187,100,"sg","gramm"
"70787","BAKEROBJ","c","39","19","to",7,193,173,100,"sg","gramm"
"70788","BAKEROBJ","c","39","19","important",8,193,158,100,"sg","gramm"
"70789","BAKEROBJ","c","39","19","projects",9,193,225,100,"sg","gramm"
"70790","BAKEROBJ","c","39","19","often",10,193,200,100,"sg","gramm"
"70791","BAKEROBJ","c","39","19","doesn't",11,193,187,100,"sg","gramm"
"70792","BAKEROBJ","c","39","19","show",12,193,225,100,"sg","gramm"
"70793","BAKEROBJ","c","39","19","up",13,193,184,100,"sg","gramm"
"70794","BAKEROBJ","c","39","19","on",14,193,182,100,"sg","gramm"
"70795","BAKEROBJ","c","39","19","time.",15,193,165,100,"sg","gramm"
"70811","BAKEROBJ","c","31","19","The",1,195,185,100,"sg","gramm"
"70812","BAKEROBJ","c","31","19","customer",2,195,178,100,"sg","gramm"
"70813","BAKEROBJ","c","31","19","who",3,195,187,100,"sg","gramm"
"70814","BAKEROBJ","c","31","19","the",4,195,190,100,"sg","gramm"
"70815","BAKEROBJ","c","31","19","waitress",5,195,176,100,"sg","gramm"
"70816","BAKEROBJ","c","31","19","hates",6,195,192,100,"sg","gramm"
"70817","BAKEROBJ","c","31","19","the",7,195,185,100,"sg","gramm"
"70818","BAKEROBJ","c","31","19","most",8,195,187,100,"sg","gramm"
"70819","BAKEROBJ","c","31","19","is",9,195,193,100,"sg","gramm"
"70820","BAKEROBJ","c","31","19","the",10,195,193,100,"sg","gramm"
"70821","BAKEROBJ","c","31","19","one",11,195,184,100,"sg","gramm"
"70822","BAKEROBJ","c","31","19","who",12,195,184,100,"sg","gramm"
"70823","BAKEROBJ","c","31","19","complains",13,195,181,100,"sg","gramm"
"70824","BAKEROBJ","c","31","19","about",14,195,195,100,"sg","gramm"
"70825","BAKEROBJ","c","31","19","everything",15,195,184,100,"sg","gramm"
"70826","BAKEROBJ","c","31","19","and",16,195,184,100,"sg","gramm"
"70827","BAKEROBJ","c","31","19","leaves",17,195,193,100,"sg","gramm"
"70828","BAKEROBJ","c","31","19","a",18,195,185,100,"sg","gramm"
"70829","BAKEROBJ","c","31","19","lousy",19,195,182,100,"sg","gramm"
"70830","BAKEROBJ","c","31","19","tip.",20,195,176,100,"sg","gramm"
"70849","BAKEROBJ","c","19","19","The",1,197,190,100,"sg","gramm"
"70850","BAKEROBJ","c","19","19","chef",2,197,157,100,"sg","gramm"
"70851","BAKEROBJ","c","19","19","who",3,197,168,100,"sg","gramm"
"70852","BAKEROBJ","c","19","19","the",4,197,171,100,"sg","gramm"
"70853","BAKEROBJ","c","19","19","gourmet",5,197,184,100,"sg","gramm"
"70854","BAKEROBJ","c","19","19","visits",6,197,181,100,"sg","gramm"
"70855","BAKEROBJ","c","19","19","regularly",7,197,162,100,"sg","gramm"
"70856","BAKEROBJ","c","19","19","always",8,197,198,100,"sg","gramm"
"70857","BAKEROBJ","c","19","19","comes",9,197,187,100,"sg","gramm"
"70858","BAKEROBJ","c","19","19","up",10,197,173,100,"sg","gramm"
"70859","BAKEROBJ","c","19","19","with",11,197,184,100,"sg","gramm"
"70860","BAKEROBJ","c","19","19","daring",12,197,187,100,"sg","gramm"
"70861","BAKEROBJ","c","19","19","new",13,197,190,100,"sg","gramm"
"70862","BAKEROBJ","c","19","19","recipes.",14,197,168,100,"sg","gramm"
"70879","BAKEROBJ","c","7","19","The",1,199,204,100,"sg","gramm"
"70880","BAKEROBJ","c","7","19","colleague",2,199,176,100,"sg","gramm"
"70881","BAKEROBJ","c","7","19","who",3,199,179,100,"sg","gramm"
"70882","BAKEROBJ","c","7","19","the",4,199,192,100,"sg","gramm"
"70883","BAKEROBJ","c","7","19","researcher",5,199,200,100,"sg","gramm"
"70884","BAKEROBJ","c","7","19","spends",6,199,189,100,"sg","gramm"
"70885","BAKEROBJ","c","7","19","the",7,199,185,100,"sg","gramm"
"70886","BAKEROBJ","c","7","19","most",8,199,190,100,"sg","gramm"
"70887","BAKEROBJ","c","7","19","time",9,199,200,100,"sg","gramm"
"70888","BAKEROBJ","c","7","19","with",10,199,179,100,"sg","gramm"
"70889","BAKEROBJ","c","7","19","comes",11,199,187,100,"sg","gramm"
"70890","BAKEROBJ","c","7","19","up",12,199,192,100,"sg","gramm"
"70891","BAKEROBJ","c","7","19","with",13,199,193,100,"sg","gramm"
"70892","BAKEROBJ","c","7","19","crazy",14,199,181,100,"sg","gramm"
"70893","BAKEROBJ","c","7","19","but",15,199,201,100,"sg","gramm"
"70894","BAKEROBJ","c","7","19","inventive",16,199,195,100,"sg","gramm"
"70895","BAKEROBJ","c","7","19","ideas.",17,199,189,100,"sg","gramm"
"70939","BAKEROBJ","c","47","19","The",1,202,149,100,"sg","gramm"
"70940","BAKEROBJ","c","47","19","actress",2,202,173,100,"sg","gramm"
"70941","BAKEROBJ","c","47","19","who",3,202,190,100,"sg","gramm"
"70942","BAKEROBJ","c","47","19","the",4,202,176,100,"sg","gramm"
"70943","BAKEROBJ","c","47","19","designer",5,202,187,100,"sg","gramm"
"70944","BAKEROBJ","c","47","19","creates",6,202,192,100,"sg","gramm"
"70945","BAKEROBJ","c","47","19","award",7,202,178,100,"sg","gramm"
"70946","BAKEROBJ","c","47","19","show",8,202,187,100,"sg","gramm"
"70947","BAKEROBJ","c","47","19","dresses",9,202,203,100,"sg","gramm"
"70948","BAKEROBJ","c","47","19","for",10,202,197,100,"sg","gramm"
"70949","BAKEROBJ","c","47","19","is",11,202,208,100,"sg","gramm"
"70950","BAKEROBJ","c","47","19","extremely",12,202,192,100,"sg","gramm"
"70951","BAKEROBJ","c","47","19","fickle",13,202,203,100,"sg","gramm"
"70952","BAKEROBJ","c","47","19","and",14,202,346,100,"sg","gramm"
"70953","BAKEROBJ","c","47","19","demanding.",15,202,203,100,"sg","gramm"
"70969","BAKEROBJ","g","13","19","The",1,204,144,100,"pl","gramm"
"70970","BAKEROBJ","g","13","19","teenagers",2,204,195,100,"pl","gramm"
"70971","BAKEROBJ","g","13","19","who",3,204,181,100,"pl","gramm"
"70972","BAKEROBJ","g","13","19","the",4,204,187,100,"pl","gramm"
"70973","BAKEROBJ","g","13","19","farmer",5,204,184,100,"pl","gramm"
"70974","BAKEROBJ","g","13","19","hires",6,204,206,100,"pl","gramm"
"70975","BAKEROBJ","g","13","19","to",7,204,171,100,"pl","gramm"
"70976","BAKEROBJ","g","13","19","pick",8,204,179,100,"pl","gramm"
"70977","BAKEROBJ","g","13","19","fruit",9,204,187,100,"pl","gramm"
"70978","BAKEROBJ","g","13","19","every",10,204,179,100,"pl","gramm"
"70979","BAKEROBJ","g","13","19","summer",11,204,182,100,"pl","gramm"
"70980","BAKEROBJ","g","13","19","usually",12,204,187,100,"pl","gramm"
"70981","BAKEROBJ","g","13","19","work",13,204,184,100,"pl","gramm"
"70982","BAKEROBJ","g","13","19","pretty",14,204,190,100,"pl","gramm"
"70983","BAKEROBJ","g","13","19","hard.",15,204,193,100,"pl","gramm"
"71008","BAKEROBJ","h","22","19","The",1,206,169,100,"pl","ungram"
"71009","BAKEROBJ","h","22","19","heiresses",2,206,192,100,"pl","ungram"
"71010","BAKEROBJ","h","22","19","who",3,206,171,100,"pl","ungram"
"71011","BAKEROBJ","h","22","19","the",4,206,182,100,"pl","ungram"
"71012","BAKEROBJ","h","22","19","bachelor",5,206,190,100,"pl","ungram"
"71013","BAKEROBJ","h","22","19","pursue",6,206,192,100,"pl","ungram"
"71014","BAKEROBJ","h","22","19","so",7,206,198,100,"pl","ungram"
"71015","BAKEROBJ","h","22","19","relentlessly",8,206,187,100,"pl","ungram"
"71016","BAKEROBJ","h","22","19","are",9,206,165,100,"pl","ungram"
"71017","BAKEROBJ","h","22","19","clever",10,206,185,100,"pl","ungram"
"71018","BAKEROBJ","h","22","19","and",11,206,184,100,"pl","ungram"
"71019","BAKEROBJ","h","22","19","won't",12,206,168,100,"pl","ungram"
"71020","BAKEROBJ","h","22","19","be",13,206,166,100,"pl","ungram"
"71021","BAKEROBJ","h","22","19","easily",14,206,352,100,"pl","ungram"
"71022","BAKEROBJ","h","22","19","fooled.",15,206,209,100,"pl","ungram"
"71062","BAKEROBJ","d","12","19","The",1,209,187,100,"sg","ungram"
"71063","BAKEROBJ","d","12","19","senator",2,209,187,100,"sg","ungram"
"71064","BAKEROBJ","d","12","19","who",3,209,184,100,"sg","ungram"
"71065","BAKEROBJ","d","12","19","the",4,209,204,100,"sg","ungram"
"71066","BAKEROBJ","d","12","19","voter",5,209,190,100,"sg","ungram"
"71067","BAKEROBJ","d","12","19","listen",6,209,187,100,"sg","ungram"
"71068","BAKEROBJ","d","12","19","to",7,209,190,100,"sg","ungram"
"71069","BAKEROBJ","d","12","19","patiently",8,209,195,100,"sg","ungram"
"71070","BAKEROBJ","d","12","19","at",9,209,195,100,"sg","ungram"
"71071","BAKEROBJ","d","12","19","all",10,209,193,100,"sg","ungram"
"71072","BAKEROBJ","d","12","19","the",11,209,201,100,"sg","ungram"
"71073","BAKEROBJ","d","12","19","local",12,209,195,100,"sg","ungram"
"71074","BAKEROBJ","d","12","19","political",13,209,192,100,"sg","ungram"
"71075","BAKEROBJ","d","12","19","events",14,209,206,100,"sg","ungram"
"71076","BAKEROBJ","d","12","19","just",15,209,201,100,"sg","ungram"
"71077","BAKEROBJ","d","12","19","never",16,209,184,100,"sg","ungram"
"71078","BAKEROBJ","d","12","19","seems",17,209,198,100,"sg","ungram"
"71079","BAKEROBJ","d","12","19","trustworthy.",18,209,200,100,"sg","ungram"
"71239","BAKEROBJ","h","10","19","The",1,219,204,0,"pl","ungram"
"71240","BAKEROBJ","h","10","19","sculptors",2,219,198,0,"pl","ungram"
"71241","BAKEROBJ","h","10","19","who",3,219,198,0,"pl","ungram"
"71242","BAKEROBJ","h","10","19","the",4,219,176,0,"pl","ungram"
"71243","BAKEROBJ","h","10","19","donor",5,219,192,0,"pl","ungram"
"71244","BAKEROBJ","h","10","19","support",6,219,187,0,"pl","ungram"
"71245","BAKEROBJ","h","10","19","so",7,219,203,0,"pl","ungram"
"71246","BAKEROBJ","h","10","19","generously",8,219,179,0,"pl","ungram"
"71247","BAKEROBJ","h","10","19","have",9,219,201,0,"pl","ungram"
"71248","BAKEROBJ","h","10","19","held",10,219,187,0,"pl","ungram"
"71249","BAKEROBJ","h","10","19","several",11,219,190,0,"pl","ungram"
"71250","BAKEROBJ","h","10","19","acclaimed",12,219,187,0,"pl","ungram"
"71251","BAKEROBJ","h","10","19","exhibitions.",13,219,186,0,"pl","ungram"
"71273","BAKEROBJ","h","2","19","The",1,221,201,0,"pl","ungram"
"71274","BAKEROBJ","h","2","19","industrialists",2,221,214,0,"pl","ungram"
"71275","BAKEROBJ","h","2","19","who",3,221,174,0,"pl","ungram"
"71276","BAKEROBJ","h","2","19","the",4,221,225,0,"pl","ungram"
"71277","BAKEROBJ","h","2","19","activist",5,221,225,0,"pl","ungram"
"71278","BAKEROBJ","h","2","19","criticize",6,221,181,0,"pl","ungram"
"71279","BAKEROBJ","h","2","19","always",7,221,197,0,"pl","ungram"
"71280","BAKEROBJ","h","2","19","put",8,221,190,0,"pl","ungram"
"71281","BAKEROBJ","h","2","19","profit",9,221,187,0,"pl","ungram"
"71282","BAKEROBJ","h","2","19","above",10,221,203,0,"pl","ungram"
"71283","BAKEROBJ","h","2","19","concern",11,221,195,0,"pl","ungram"
"71284","BAKEROBJ","h","2","19","for",12,221,209,0,"pl","ungram"
"71285","BAKEROBJ","h","2","19","the",13,221,196,0,"pl","ungram"
"71286","BAKEROBJ","h","2","19","environment.",14,221,184,0,"pl","ungram"
"71432","BAKEROBJ","c","14","20","The",1,8,263,100,"sg","gramm"
"71433","BAKEROBJ","c","14","20","goalie",2,8,301,100,"sg","gramm"
"71434","BAKEROBJ","c","14","20","who",3,8,320,100,"sg","gramm"
"71435","BAKEROBJ","c","14","20","the",4,8,309,100,"sg","gramm"
"71436","BAKEROBJ","c","14","20","fan",5,8,317,100,"sg","gramm"
"71437","BAKEROBJ","c","14","20","holds",6,8,301,100,"sg","gramm"
"71438","BAKEROBJ","c","14","20","the",7,8,366,100,"sg","gramm"
"71439","BAKEROBJ","c","14","20","greatest",8,8,358,100,"sg","gramm"
"71440","BAKEROBJ","c","14","20","confidence",9,8,387,100,"sg","gramm"
"71441","BAKEROBJ","c","14","20","in",10,8,347,100,"sg","gramm"
"71442","BAKEROBJ","c","14","20","is",11,8,328,100,"sg","gramm"
"71443","BAKEROBJ","c","14","20","reliably",12,8,296,100,"sg","gramm"
"71444","BAKEROBJ","c","14","20","calm",13,8,312,100,"sg","gramm"
"71445","BAKEROBJ","c","14","20","under",14,8,339,100,"sg","gramm"
"71446","BAKEROBJ","c","14","20","pressure.",15,8,452,100,"sg","gramm"
"71546","BAKEROBJ","d","3","20","The",1,14,420,100,"sg","ungram"
"71547","BAKEROBJ","d","3","20","player",2,14,298,100,"sg","ungram"
"71548","BAKEROBJ","d","3","20","who",3,14,320,100,"sg","ungram"
"71549","BAKEROBJ","d","3","20","the",4,14,320,100,"sg","ungram"
"71550","BAKEROBJ","d","3","20","coach",5,14,352,100,"sg","ungram"
"71551","BAKEROBJ","d","3","20","like",6,14,338,100,"sg","ungram"
"71552","BAKEROBJ","d","3","20","the",7,14,333,100,"sg","ungram"
"71553","BAKEROBJ","d","3","20","best",8,14,350,100,"sg","ungram"
"71554","BAKEROBJ","d","3","20","is",9,14,333,100,"sg","ungram"
"71555","BAKEROBJ","d","3","20","the",10,14,429,100,"sg","ungram"
"71556","BAKEROBJ","d","3","20","one",11,14,328,100,"sg","ungram"
"71557","BAKEROBJ","d","3","20","who",12,14,339,100,"sg","ungram"
"71558","BAKEROBJ","d","3","20","always",13,14,323,100,"sg","ungram"
"71559","BAKEROBJ","d","3","20","gets",14,14,312,100,"sg","ungram"
"71560","BAKEROBJ","d","3","20","to",15,14,299,100,"sg","ungram"
"71561","BAKEROBJ","d","3","20","practice",16,14,285,100,"sg","ungram"
"71562","BAKEROBJ","d","3","20","on",17,14,404,100,"sg","ungram"
"71563","BAKEROBJ","d","3","20","time.",18,14,543,100,"sg","ungram"
"71586","BAKEROBJ","h","5","20","The",1,16,331,100,"pl","ungram"
"71587","BAKEROBJ","h","5","20","authors",2,16,308,100,"pl","ungram"
"71588","BAKEROBJ","h","5","20","who",3,16,336,100,"pl","ungram"
"71589","BAKEROBJ","h","5","20","the",4,16,336,100,"pl","ungram"
"71590","BAKEROBJ","h","5","20","librarian",5,16,325,100,"pl","ungram"
"71591","BAKEROBJ","h","5","20","recommend",6,16,560,100,"pl","ungram"
"71592","BAKEROBJ","h","5","20","for",7,16,434,100,"pl","ungram"
"71593","BAKEROBJ","h","5","20","summer",8,16,455,100,"pl","ungram"
"71594","BAKEROBJ","h","5","20","reading",9,16,498,100,"pl","ungram"
"71595","BAKEROBJ","h","5","20","are",10,16,507,100,"pl","ungram"
"71596","BAKEROBJ","h","5","20","very",11,16,353,100,"pl","ungram"
"71597","BAKEROBJ","h","5","20","popular",12,16,404,100,"pl","ungram"
"71598","BAKEROBJ","h","5","20","in",13,16,374,100,"pl","ungram"
"71599","BAKEROBJ","h","5","20","India.",14,16,943,100,"pl","ungram"
"71620","BAKEROBJ","h","9","20","The",1,18,618,100,"pl","ungram"
"71621","BAKEROBJ","h","9","20","Marines",2,18,257,100,"pl","ungram"
"71622","BAKEROBJ","h","9","20","who",3,18,389,100,"pl","ungram"
"71623","BAKEROBJ","h","9","20","the",4,18,284,100,"pl","ungram"
"71624","BAKEROBJ","h","9","20","officer",5,18,293,100,"pl","ungram"
"71625","BAKEROBJ","h","9","20","want",6,18,298,100,"pl","ungram"
"71626","BAKEROBJ","h","9","20","to",7,18,289,100,"pl","ungram"
"71627","BAKEROBJ","h","9","20","promote",8,18,629,100,"pl","ungram"
"71628","BAKEROBJ","h","9","20","are",9,18,362,100,"pl","ungram"
"71629","BAKEROBJ","h","9","20","always",10,18,300,100,"pl","ungram"
"71630","BAKEROBJ","h","9","20","ready",11,18,344,100,"pl","ungram"
"71631","BAKEROBJ","h","9","20","to",12,18,330,100,"pl","ungram"
"71632","BAKEROBJ","h","9","20","risk",13,18,314,100,"pl","ungram"
"71633","BAKEROBJ","h","9","20","their",14,18,400,100,"pl","ungram"
"71634","BAKEROBJ","h","9","20","lives",15,18,311,100,"pl","ungram"
"71635","BAKEROBJ","h","9","20","for",16,18,351,100,"pl","ungram"
"71636","BAKEROBJ","h","9","20","someone",17,18,378,100,"pl","ungram"
"71637","BAKEROBJ","h","9","20","in",18,18,417,100,"pl","ungram"
"71638","BAKEROBJ","h","9","20","need.",19,18,438,100,"pl","ungram"
"71676","BAKEROBJ","g","20","20","The",1,21,309,100,"pl","gramm"
"71677","BAKEROBJ","g","20","20","firefighters",2,21,232,100,"pl","gramm"
"71678","BAKEROBJ","g","20","20","who",3,21,257,100,"pl","gramm"
"71679","BAKEROBJ","g","20","20","the",4,21,346,100,"pl","gramm"
"71680","BAKEROBJ","g","20","20","ranger",5,21,286,100,"pl","gramm"
"71681","BAKEROBJ","g","20","20","keeps",6,21,265,100,"pl","gramm"
"71682","BAKEROBJ","g","20","20","on",7,21,273,100,"pl","gramm"
"71683","BAKEROBJ","g","20","20","hand",8,21,260,100,"pl","gramm"
"71684","BAKEROBJ","g","20","20","during",9,21,290,100,"pl","gramm"
"71685","BAKEROBJ","g","20","20","the",10,21,262,100,"pl","gramm"
"71686","BAKEROBJ","g","20","20","summer",11,21,273,100,"pl","gramm"
"71687","BAKEROBJ","g","20","20","months",12,21,257,100,"pl","gramm"
"71688","BAKEROBJ","g","20","20","have",13,21,260,100,"pl","gramm"
"71689","BAKEROBJ","g","20","20","special",14,21,325,100,"pl","gramm"
"71690","BAKEROBJ","g","20","20","training",15,21,284,100,"pl","gramm"
"71691","BAKEROBJ","g","20","20","in",16,21,282,100,"pl","gramm"
"71692","BAKEROBJ","g","20","20","forest",17,21,280,100,"pl","gramm"
"71693","BAKEROBJ","g","20","20","fires.",18,21,284,100,"pl","gramm"
"71770","BAKEROBJ","g","4","20","The",1,26,389,100,"pl","gramm"
"71771","BAKEROBJ","g","4","20","volunteers",2,26,337,100,"pl","gramm"
"71772","BAKEROBJ","g","4","20","who",3,26,332,100,"pl","gramm"
"71773","BAKEROBJ","g","4","20","the",4,26,343,100,"pl","gramm"
"71774","BAKEROBJ","g","4","20","director",5,26,289,100,"pl","gramm"
"71775","BAKEROBJ","g","4","20","relies",6,26,316,100,"pl","gramm"
"71776","BAKEROBJ","g","4","20","on",7,26,300,100,"pl","gramm"
"71777","BAKEROBJ","g","4","20","completely",8,26,408,100,"pl","gramm"
"71778","BAKEROBJ","g","4","20","are",9,26,527,100,"pl","gramm"
"71779","BAKEROBJ","g","4","20","dedicated",10,26,381,100,"pl","gramm"
"71780","BAKEROBJ","g","4","20","to",11,26,419,100,"pl","gramm"
"71781","BAKEROBJ","g","4","20","their",12,26,338,100,"pl","gramm"
"71782","BAKEROBJ","g","4","20","work.",13,26,1146,100,"pl","gramm"
"71802","BAKEROBJ","h","37","20","The",1,28,522,100,"pl","ungram"
"71803","BAKEROBJ","h","37","20","columnists",2,28,254,100,"pl","ungram"
"71804","BAKEROBJ","h","37","20","who",3,28,548,100,"pl","ungram"
"71805","BAKEROBJ","h","37","20","the",4,28,325,100,"pl","ungram"
"71806","BAKEROBJ","h","37","20","reader",5,28,475,100,"pl","ungram"
"71807","BAKEROBJ","h","37","20","complain",6,28,397,100,"pl","ungram"
"71808","BAKEROBJ","h","37","20","about",7,28,311,100,"pl","ungram"
"71809","BAKEROBJ","h","37","20","frequently",8,28,286,100,"pl","ungram"
"71810","BAKEROBJ","h","37","20","give",9,28,300,100,"pl","ungram"
"71811","BAKEROBJ","h","37","20","extreme",10,28,268,100,"pl","ungram"
"71812","BAKEROBJ","h","37","20","opinions",11,28,287,100,"pl","ungram"
"71813","BAKEROBJ","h","37","20","without",12,28,324,100,"pl","ungram"
"71814","BAKEROBJ","h","37","20","backing",13,28,346,100,"pl","ungram"
"71815","BAKEROBJ","h","37","20","them",14,28,419,100,"pl","ungram"
"71816","BAKEROBJ","h","37","20","up.",15,28,424,100,"pl","ungram"
"71866","BAKEROBJ","h","21","20","The",1,33,269,100,"pl","ungram"
"71867","BAKEROBJ","h","21","20","overseers",2,33,232,100,"pl","ungram"
"71868","BAKEROBJ","h","21","20","who",3,33,227,100,"pl","ungram"
"71869","BAKEROBJ","h","21","20","the",4,33,263,100,"pl","ungram"
"71870","BAKEROBJ","h","21","20","worker",5,33,756,100,"pl","ungram"
"71871","BAKEROBJ","h","21","20","distrust",6,33,384,100,"pl","ungram"
"71872","BAKEROBJ","h","21","20","the",7,33,506,100,"pl","ungram"
"71873","BAKEROBJ","h","21","20","most",8,33,349,100,"pl","ungram"
"71874","BAKEROBJ","h","21","20","have",9,33,358,100,"pl","ungram"
"71875","BAKEROBJ","h","21","20","been",10,33,309,100,"pl","ungram"
"71876","BAKEROBJ","h","21","20","firing",11,33,287,100,"pl","ungram"
"71877","BAKEROBJ","h","21","20","anyone",12,33,344,100,"pl","ungram"
"71878","BAKEROBJ","h","21","20","who",13,33,398,100,"pl","ungram"
"71879","BAKEROBJ","h","21","20","mentions",14,33,446,100,"pl","ungram"
"71880","BAKEROBJ","h","21","20","unions.",15,33,602,100,"pl","ungram"
"71928","BAKEROBJ","d","11","20","The",1,37,317,100,"sg","ungram"
"71929","BAKEROBJ","d","11","20","caterer",2,37,291,100,"sg","ungram"
"71930","BAKEROBJ","d","11","20","who",3,37,271,100,"sg","ungram"
"71931","BAKEROBJ","d","11","20","the",4,37,306,100,"sg","ungram"
"71932","BAKEROBJ","d","11","20","hostess",5,37,309,100,"sg","ungram"
"71933","BAKEROBJ","d","11","20","suggest",6,37,330,100,"sg","ungram"
"71934","BAKEROBJ","d","11","20","to",7,37,303,100,"sg","ungram"
"71935","BAKEROBJ","d","11","20","her",8,37,357,100,"sg","ungram"
"71936","BAKEROBJ","d","11","20","friends",9,37,322,100,"sg","ungram"
"71937","BAKEROBJ","d","11","20","is",10,37,354,100,"sg","ungram"
"71938","BAKEROBJ","d","11","20","excellent",11,37,321,100,"sg","ungram"
"71939","BAKEROBJ","d","11","20","but",12,37,313,100,"sg","ungram"
"71940","BAKEROBJ","d","11","20","outrageously",13,37,354,100,"sg","ungram"
"71941","BAKEROBJ","d","11","20","expensive.",14,37,413,100,"sg","ungram"
"72002","BAKEROBJ","d","43","20","The",1,42,347,100,"sg","ungram"
"72003","BAKEROBJ","d","43","20","philosopher",2,42,295,100,"sg","ungram"
"72004","BAKEROBJ","d","43","20","who",3,42,354,100,"sg","ungram"
"72005","BAKEROBJ","d","43","20","the",4,42,325,100,"sg","ungram"
"72006","BAKEROBJ","d","43","20","scientist",5,42,360,100,"sg","ungram"
"72007","BAKEROBJ","d","43","20","discuss",6,42,438,100,"sg","ungram"
"72008","BAKEROBJ","d","43","20","during",7,42,2261,100,"sg","ungram"
"72009","BAKEROBJ","d","43","20","the",8,42,358,100,"sg","ungram"
"72010","BAKEROBJ","d","43","20","radio",9,42,411,100,"sg","ungram"
"72011","BAKEROBJ","d","43","20","program",10,42,451,100,"sg","ungram"
"72012","BAKEROBJ","d","43","20","rarely",11,42,411,100,"sg","ungram"
"72013","BAKEROBJ","d","43","20","expresses",12,42,354,100,"sg","ungram"
"72014","BAKEROBJ","d","43","20","his",13,42,354,100,"sg","ungram"
"72015","BAKEROBJ","d","43","20","ideas",14,42,365,100,"sg","ungram"
"72016","BAKEROBJ","d","43","20","in",15,42,357,100,"sg","ungram"
"72017","BAKEROBJ","d","43","20","plain",16,42,387,100,"sg","ungram"
"72018","BAKEROBJ","d","43","20","language.",17,42,580,100,"sg","ungram"
"72131","BAKEROBJ","g","36","20","The",1,50,322,100,"pl","gramm"
"72132","BAKEROBJ","g","36","20","bartenders",2,50,300,100,"pl","gramm"
"72133","BAKEROBJ","g","36","20","who",3,50,364,100,"pl","gramm"
"72134","BAKEROBJ","g","36","20","the",4,50,300,100,"pl","gramm"
"72135","BAKEROBJ","g","36","20","patron",5,50,338,100,"pl","gramm"
"72136","BAKEROBJ","g","36","20","gossips",6,50,354,100,"pl","gramm"
"72137","BAKEROBJ","g","36","20","with",7,50,373,100,"pl","gramm"
"72138","BAKEROBJ","g","36","20","after",8,50,570,100,"pl","gramm"
"72139","BAKEROBJ","g","36","20","work",9,50,360,100,"pl","gramm"
"72140","BAKEROBJ","g","36","20","always",10,50,389,100,"pl","gramm"
"72141","BAKEROBJ","g","36","20","have",11,50,462,100,"pl","gramm"
"72142","BAKEROBJ","g","36","20","new",12,50,338,100,"pl","gramm"
"72143","BAKEROBJ","g","36","20","stories",13,50,370,100,"pl","gramm"
"72144","BAKEROBJ","g","36","20","to",14,50,376,100,"pl","gramm"
"72145","BAKEROBJ","g","36","20","tell.",15,50,462,100,"pl","gramm"
"72251","BAKEROBJ","c","26","20","The",1,57,328,100,"sg","gramm"
"72252","BAKEROBJ","c","26","20","translator",2,57,338,100,"sg","gramm"
"72253","BAKEROBJ","c","26","20","who",3,57,354,100,"sg","gramm"
"72254","BAKEROBJ","c","26","20","the",4,57,381,100,"sg","gramm"
"72255","BAKEROBJ","c","26","20","diplomat",5,57,376,100,"sg","gramm"
"72256","BAKEROBJ","c","26","20","needs",6,57,385,100,"sg","gramm"
"72257","BAKEROBJ","c","26","20","for",7,57,366,100,"sg","gramm"
"72258","BAKEROBJ","c","26","20","communication",8,57,389,100,"sg","gramm"
"72259","BAKEROBJ","c","26","20","was",9,57,368,100,"sg","gramm"
"72260","BAKEROBJ","c","26","20","trying",10,57,349,100,"sg","gramm"
"72261","BAKEROBJ","c","26","20","furiously",11,57,354,100,"sg","gramm"
"72262","BAKEROBJ","c","26","20","to",12,57,341,100,"sg","gramm"
"72263","BAKEROBJ","c","26","20","facilitate",13,57,361,100,"sg","gramm"
"72264","BAKEROBJ","c","26","20","peace",14,57,401,100,"sg","gramm"
